OID_,Date,Station_Name,Station_Id,Reservoir_Storage_Volume__dam_3__Start_of_Day_Values,Elevation__ft_,Latitude,Longitude
4577,1/11/1975 0:00:00,Navajo Reservoir,9109090,1187485,6050,36.806420000000003,-107.609369999999998
4578,1/12/1975 0:00:00,Navajo Reservoir,9109090,1186447,6050,36.806420000000003,-107.609369999999998
4579,1/13/1975 0:00:00,Navajo Reservoir,9109090,1185416,6050,36.806420000000003,-107.609369999999998
4580,1/14/1975 0:00:00,Navajo Reservoir,9109090,1184247,6050,36.806420000000003,-107.609369999999998
4581,1/15/1975 0:00:00,Navajo Reservoir,9109090,1183210,6050,36.806420000000003,-107.609369999999998
4582,1/16/1975 0:00:00,Navajo Reservoir,9109090,1182437,6050,36.806420000000003,-107.609369999999998
4583,1/17/1975 0:00:00,Navajo Reservoir,9109090,1181438,6050,36.806420000000003,-107.609369999999998
4584,1/18/1975 0:00:00,Navajo Reservoir,9109090,1180364,6050,36.806420000000003,-107.609369999999998
4585,1/19/1975 0:00:00,Navajo Reservoir,9109090,1179373,6050,36.806420000000003,-107.609369999999998
4586,1/20/1975 0:00:00,Navajo Reservoir,9109090,1178736,6050,36.806420000000003,-107.609369999999998
4587,1/21/1975 0:00:00,Navajo Reservoir,9109090,1177887,6050,36.806420000000003,-107.609369999999998
4588,1/22/1975 0:00:00,Navajo Reservoir,9109090,1177146,6050,36.806420000000003,-107.609369999999998
4589,1/23/1975 0:00:00,Navajo Reservoir,9109090,1176084,6050,36.806420000000003,-107.609369999999998
4590,1/24/1975 0:00:00,Navajo Reservoir,9109090,1175131,6050,36.806420000000003,-107.609369999999998
4591,1/25/1975 0:00:00,Navajo Reservoir,9109090,1174178,6050,36.806420000000003,-107.609369999999998
4592,1/26/1975 0:00:00,Navajo Reservoir,9109090,1173219,6050,36.806420000000003,-107.609369999999998
4593,1/27/1975 0:00:00,Navajo Reservoir,9109090,1172692,6050,36.806420000000003,-107.609369999999998
4594,1/28/1975 0:00:00,Navajo Reservoir,9109090,1172266,6050,36.806420000000003,-107.609369999999998
4595,1/29/1975 0:00:00,Navajo Reservoir,9109090,1171842,6050,36.806420000000003,-107.609369999999998
4596,1/30/1975 0:00:00,Navajo Reservoir,9109090,1170993,6050,36.806420000000003,-107.609369999999998
4597,1/31/1975 0:00:00,Navajo Reservoir,9109090,1170676,6050,36.806420000000003,-107.609369999999998
4598,2/1/1975 0:00:00,Navajo Reservoir,9109090,1170040,6050,36.806420000000003,-107.609369999999998
4599,2/2/1975 0:00:00,Navajo Reservoir,9109090,1169505,6050,36.806420000000003,-107.609369999999998
4600,2/3/1975 0:00:00,Navajo Reservoir,9109090,1168978,6050,36.806420000000003,-107.609369999999998
4601,2/4/1975 0:00:00,Navajo Reservoir,9109090,1168394,6050,36.806420000000003,-107.609369999999998
4602,2/5/1975 0:00:00,Navajo Reservoir,9109090,1167690,6050,36.806420000000003,-107.609369999999998
4603,2/6/1975 0:00:00,Navajo Reservoir,9109090,1167221,6050,36.806420000000003,-107.609369999999998
4604,2/7/1975 0:00:00,Navajo Reservoir,9109090,1166397,6050,36.806420000000003,-107.609369999999998
4605,2/8/1975 0:00:00,Navajo Reservoir,9109090,1165699,6050,36.806420000000003,-107.609369999999998
4606,2/9/1975 0:00:00,Navajo Reservoir,9109090,1165109,6050,36.806420000000003,-107.609369999999998
4607,2/10/1975 0:00:00,Navajo Reservoir,9109090,1164406,6050,36.806420000000003,-107.609369999999998
4608,2/11/1975 0:00:00,Navajo Reservoir,9109090,1164172,6050,36.806420000000003,-107.609369999999998
4609,2/12/1975 0:00:00,Navajo Reservoir,9109090,1163702,6050,36.806420000000003,-107.609369999999998
4610,2/13/1975 0:00:00,Navajo Reservoir,9109090,1163004,6050,36.806420000000003,-107.609369999999998
4611,2/14/1975 0:00:00,Navajo Reservoir,9109090,1162414,6050,36.806420000000003,-107.609369999999998
4612,2/15/1975 0:00:00,Navajo Reservoir,9109090,1161945,6050,36.806420000000003,-107.609369999999998
4613,2/16/1975 0:00:00,Navajo Reservoir,9109090,1161596,6050,36.806420000000003,-107.609369999999998
4614,2/17/1975 0:00:00,Navajo Reservoir,9109090,1161128,6050,36.806420000000003,-107.609369999999998
4615,2/18/1975 0:00:00,Navajo Reservoir,9109090,1160658,6050,36.806420000000003,-107.609369999999998
4616,2/19/1975 0:00:00,Navajo Reservoir,9109090,1160074,6050,36.806420000000003,-107.609369999999998
4617,2/20/1975 0:00:00,Navajo Reservoir,9109090,1159371,6050,36.806420000000003,-107.609369999999998
4618,2/21/1975 0:00:00,Navajo Reservoir,9109090,1158547,6050,36.806420000000003,-107.609369999999998
4619,2/22/1975 0:00:00,Navajo Reservoir,9109090,1158077,6050,36.806420000000003,-107.609369999999998
4620,2/23/1975 0:00:00,Navajo Reservoir,9109090,1157259,6050,36.806420000000003,-107.609369999999998
4621,2/24/1975 0:00:00,Navajo Reservoir,9109090,1156555,6050,36.806420000000003,-107.609369999999998
4622,2/25/1975 0:00:00,Navajo Reservoir,9109090,1155737,6050,36.806420000000003,-107.609369999999998
4623,2/26/1975 0:00:00,Navajo Reservoir,9109090,1155034,6050,36.806420000000003,-107.609369999999998
4624,2/27/1975 0:00:00,Navajo Reservoir,9109090,1154445,6050,36.806420000000003,-107.609369999999998
4625,2/28/1975 0:00:00,Navajo Reservoir,9109090,1153861,6050,36.806420000000003,-107.609369999999998
4626,3/1/1975 0:00:00,Navajo Reservoir,9109090,1153391,6050,36.806420000000003,-107.609369999999998
4627,3/2/1975 0:00:00,Navajo Reservoir,9109090,1153391,6050,36.806420000000003,-107.609369999999998
4628,3/3/1975 0:00:00,Navajo Reservoir,9109090,1153746,6050,36.806420000000003,-107.609369999999998
4629,3/4/1975 0:00:00,Navajo Reservoir,9109090,1154215,6050,36.806420000000003,-107.609369999999998
4630,3/5/1975 0:00:00,Navajo Reservoir,9109090,1154913,6050,36.806420000000003,-107.609369999999998
4631,3/6/1975 0:00:00,Navajo Reservoir,9109090,1155269,6050,36.806420000000003,-107.609369999999998
4632,3/7/1975 0:00:00,Navajo Reservoir,9109090,1155972,6050,36.806420000000003,-107.609369999999998
4633,3/8/1975 0:00:00,Navajo Reservoir,9109090,1156910,6050,36.806420000000003,-107.609369999999998
4634,3/9/1975 0:00:00,Navajo Reservoir,9109090,1158432,6050,36.806420000000003,-107.609369999999998
4635,3/10/1975 0:00:00,Navajo Reservoir,9109090,1163702,6050,36.806420000000003,-107.609369999999998
4636,3/11/1975 0:00:00,Navajo Reservoir,9109090,1168039,6050,36.806420000000003,-107.609369999999998
4637,3/12/1975 0:00:00,Navajo Reservoir,9109090,1169827,6050,36.806420000000003,-107.609369999999998
4638,3/13/1975 0:00:00,Navajo Reservoir,9109090,1170567,6050,36.806420000000003,-107.609369999999998
4639,3/14/1975 0:00:00,Navajo Reservoir,9109090,1171205,6050,36.806420000000003,-107.609369999999998
4640,3/15/1975 0:00:00,Navajo Reservoir,9109090,1171842,6050,36.806420000000003,-107.609369999999998
4641,3/16/1975 0:00:00,Navajo Reservoir,9109090,1172479,6050,36.806420000000003,-107.609369999999998
4642,3/17/1975 0:00:00,Navajo Reservoir,9109090,1173219,6050,36.806420000000003,-107.609369999999998
4643,3/18/1975 0:00:00,Navajo Reservoir,9109090,1174069,6050,36.806420000000003,-107.609369999999998
4644,3/19/1975 0:00:00,Navajo Reservoir,9109090,1174706,6050,36.806420000000003,-107.609369999999998
4645,3/20/1975 0:00:00,Navajo Reservoir,9109090,1175659,6050,36.806420000000003,-107.609369999999998
4646,3/21/1975 0:00:00,Navajo Reservoir,9109090,1177996,6050,36.806420000000003,-107.609369999999998
4647,3/22/1975 0:00:00,Navajo Reservoir,9109090,1183728,6050,36.806420000000003,-107.609369999999998
4648,3/23/1975 0:00:00,Navajo Reservoir,9109090,1188003,6050,36.806420000000003,-107.609369999999998
4649,3/24/1975 0:00:00,Navajo Reservoir,9109090,1189172,6050,36.806420000000003,-107.609369999999998
4650,3/25/1975 0:00:00,Navajo Reservoir,9109090,1189944,6050,36.806420000000003,-107.609369999999998
4651,3/26/1975 0:00:00,Navajo Reservoir,9109090,1191500,6050,36.806420000000003,-107.609369999999998
4652,3/27/1975 0:00:00,Navajo Reservoir,9109090,1193496,6050,36.806420000000003,-107.609369999999998
4653,3/28/1975 0:00:00,Navajo Reservoir,9109090,1193974,6050,36.806420000000003,-107.609369999999998
4654,3/29/1975 0:00:00,Navajo Reservoir,9109090,1194331,6050,36.806420000000003,-107.609369999999998
4655,3/30/1975 0:00:00,Navajo Reservoir,9109090,1194454,6050,36.806420000000003,-107.609369999999998
4656,3/31/1975 0:00:00,Navajo Reservoir,9109090,1194570,6050,36.806420000000003,-107.609369999999998
4657,4/1/1975 0:00:00,Navajo Reservoir,9109090,1194570,6050,36.806420000000003,-107.609369999999998
4658,4/2/1975 0:00:00,Navajo Reservoir,9109090,1194809,6050,36.806420000000003,-107.609369999999998
4659,4/3/1975 0:00:00,Navajo Reservoir,9109090,1195050,6050,36.806420000000003,-107.609369999999998
4660,4/4/1975 0:00:00,Navajo Reservoir,9109090,1195528,6050,36.806420000000003,-107.609369999999998
4661,4/5/1975 0:00:00,Navajo Reservoir,9109090,1197083,6050,36.806420000000003,-107.609369999999998
4662,4/6/1975 0:00:00,Navajo Reservoir,9109090,1200915,6050,36.806420000000003,-107.609369999999998
4663,4/7/1975 0:00:00,Navajo Reservoir,9109090,1206922,6050,36.806420000000003,-107.609369999999998
4664,4/8/1975 0:00:00,Navajo Reservoir,9109090,1212842,6050,36.806420000000003,-107.609369999999998
4665,4/9/1975 0:00:00,Navajo Reservoir,9109090,1215380,6050,36.806420000000003,-107.609369999999998
4666,4/10/1975 0:00:00,Navajo Reservoir,9109090,1217317,6050,36.806420000000003,-107.609369999999998
4667,4/11/1975 0:00:00,Navajo Reservoir,9109090,1217800,6050,36.806420000000003,-107.609369999999998
4668,4/12/1975 0:00:00,Navajo Reservoir,9109090,1218886,6050,36.806420000000003,-107.609369999999998
4669,4/13/1975 0:00:00,Navajo Reservoir,9109090,1220822,6050,36.806420000000003,-107.609369999999998
4670,4/14/1975 0:00:00,Navajo Reservoir,9109090,1222274,6050,36.806420000000003,-107.609369999999998
4671,4/15/1975 0:00:00,Navajo Reservoir,9109090,1224813,6050,36.806420000000003,-107.609369999999998
4672,4/16/1975 0:00:00,Navajo Reservoir,9109090,1227227,6050,36.806420000000003,-107.609369999999998
4673,4/17/1975 0:00:00,Navajo Reservoir,9109090,1231976,6050,36.806420000000003,-107.609369999999998
4674,4/18/1975 0:00:00,Navajo Reservoir,9109090,1238689,6050,36.806420000000003,-107.609369999999998
4675,4/19/1975 0:00:00,Navajo Reservoir,9109090,1242371,6050,36.806420000000003,-107.609369999999998
4676,4/20/1975 0:00:00,Navajo Reservoir,9109090,1243727,6050,36.806420000000003,-107.609369999999998
4677,4/21/1975 0:00:00,Navajo Reservoir,9109090,1246690,6050,36.806420000000003,-107.609369999999998
4678,4/22/1975 0:00:00,Navajo Reservoir,9109090,1252978,6050,36.806420000000003,-107.609369999999998
4679,4/23/1975 0:00:00,Navajo Reservoir,9109090,1260253,6050,36.806420000000003,-107.609369999999998
4680,4/24/1975 0:00:00,Navajo Reservoir,9109090,1269631,6050,36.806420000000003,-107.609369999999998
4681,4/25/1975 0:00:00,Navajo Reservoir,9109090,1278509,6050,36.806420000000003,-107.609369999999998
4682,4/26/1975 0:00:00,Navajo Reservoir,9109090,1291859,6050,36.806420000000003,-107.609369999999998
4683,4/27/1975 0:00:00,Navajo Reservoir,9109090,1309351,6050,36.806420000000003,-107.609369999999998
4684,4/28/1975 0:00:00,Navajo Reservoir,9109090,1324136,6050,36.806420000000003,-107.609369999999998
4685,4/29/1975 0:00:00,Navajo Reservoir,9109090,1329701,6050,36.806420000000003,-107.609369999999998
4686,4/30/1975 0:00:00,Navajo Reservoir,9109090,1333278,6050,36.806420000000003,-107.609369999999998
4687,5/1/1975 0:00:00,Navajo Reservoir,9109090,1336115,6050,36.806420000000003,-107.609369999999998
4688,5/2/1975 0:00:00,Navajo Reservoir,9109090,1339813,6050,36.806420000000003,-107.609369999999998
4689,5/3/1975 0:00:00,Navajo Reservoir,9109090,1344752,6050,36.806420000000003,-107.609369999999998
4690,5/4/1975 0:00:00,Navajo Reservoir,9109090,1349907,6050,36.806420000000003,-107.609369999999998
4691,5/5/1975 0:00:00,Navajo Reservoir,9109090,1356592,6050,36.806420000000003,-107.609369999999998
4692,5/6/1975 0:00:00,Navajo Reservoir,9109090,1363995,6050,36.806420000000003,-107.609369999999998
4693,5/7/1975 0:00:00,Navajo Reservoir,9109090,1367446,6050,36.806420000000003,-107.609369999999998
4694,5/8/1975 0:00:00,Navajo Reservoir,9109090,1369702,6050,36.806420000000003,-107.609369999999998
4695,5/9/1975 0:00:00,Navajo Reservoir,9109090,1370927,6050,36.806420000000003,-107.609369999999998
4696,5/10/1975 0:00:00,Navajo Reservoir,9109090,1373505,6050,36.806420000000003,-107.609369999999998
4697,5/11/1975 0:00:00,Navajo Reservoir,9109090,1375266,6050,36.806420000000003,-107.609369999999998
4698,5/12/1975 0:00:00,Navajo Reservoir,9109090,1381236,6050,36.806420000000003,-107.609369999999998
4699,5/13/1975 0:00:00,Navajo Reservoir,9109090,1389650,6050,36.806420000000003,-107.609369999999998
4700,5/14/1975 0:00:00,Navajo Reservoir,9109090,1398064,6050,36.806420000000003,-107.609369999999998
4701,5/15/1975 0:00:00,Navajo Reservoir,9109090,1407426,6050,36.806420000000003,-107.609369999999998
4702,5/16/1975 0:00:00,Navajo Reservoir,9109090,1418821,6050,36.806420000000003,-107.609369999999998
4703,5/17/1975 0:00:00,Navajo Reservoir,9109090,1430084,6050,36.806420000000003,-107.609369999999998
4704,5/18/1975 0:00:00,Navajo Reservoir,9109090,1441405,6050,36.806420000000003,-107.609369999999998
4705,5/19/1975 0:00:00,Navajo Reservoir,9109090,1453571,6050,36.806420000000003,-107.609369999999998
4706,5/20/1975 0:00:00,Navajo Reservoir,9109090,1463204,6050,36.806420000000003,-107.609369999999998
4707,5/21/1975 0:00:00,Navajo Reservoir,9109090,1472022,6050,36.806420000000003,-107.609369999999998
4708,5/22/1975 0:00:00,Navajo Reservoir,9109090,1480531,6050,36.806420000000003,-107.609369999999998
4709,5/23/1975 0:00:00,Navajo Reservoir,9109090,1487788,6050,36.806420000000003,-107.609369999999998
4710,5/24/1975 0:00:00,Navajo Reservoir,9109090,1491930,6050,36.806420000000003,-107.609369999999998
4711,5/25/1975 0:00:00,Navajo Reservoir,9109090,1495188,6050,36.806420000000003,-107.609369999999998
4712,5/26/1975 0:00:00,Navajo Reservoir,9109090,1498889,6050,36.806420000000003,-107.609369999999998
4713,5/27/1975 0:00:00,Navajo Reservoir,9109090,1504361,6050,36.806420000000003,-107.609369999999998
4714,5/28/1975 0:00:00,Navajo Reservoir,9109090,1510040,6050,36.806420000000003,-107.609369999999998
4715,5/29/1975 0:00:00,Navajo Reservoir,9109090,1518176,6050,36.806420000000003,-107.609369999999998
4716,5/30/1975 0:00:00,Navajo Reservoir,9109090,1523559,6050,36.806420000000003,-107.609369999999998
4717,5/31/1975 0:00:00,Navajo Reservoir,9109090,1527853,6050,36.806420000000003,-107.609369999999998
4718,6/1/1975 0:00:00,Navajo Reservoir,9109090,1531697,6050,36.806420000000003,-107.609369999999998
4719,6/2/1975 0:00:00,Navajo Reservoir,9109090,1535253,6050,36.806420000000003,-107.609369999999998
4720,6/3/1975 0:00:00,Navajo Reservoir,9109090,1541613,6050,36.806420000000003,-107.609369999999998
4721,6/4/1975 0:00:00,Navajo Reservoir,9109090,1550200,6050,36.806420000000003,-107.609369999999998
4722,6/5/1975 0:00:00,Navajo Reservoir,9109090,1562631,6050,36.806420000000003,-107.609369999999998
4723,6/6/1975 0:00:00,Navajo Reservoir,9109090,1571217,6050,36.806420000000003,-107.609369999999998
4724,6/7/1975 0:00:00,Navajo Reservoir,9109090,1590521,6050,36.806420000000003,-107.609369999999998
4725,6/8/1975 0:00:00,Navajo Reservoir,9109090,1606499,6050,36.806420000000003,-107.609369999999998
4726,6/9/1975 0:00:00,Navajo Reservoir,9109090,1619667,6050,36.806420000000003,-107.609369999999998
4727,6/10/1975 0:00:00,Navajo Reservoir,9109090,1631995,6050,36.806420000000003,-107.609369999999998
4728,6/11/1975 0:00:00,Navajo Reservoir,9109090,1640975,6050,36.806420000000003,-107.609369999999998
4729,6/12/1975 0:00:00,Navajo Reservoir,9109090,1648187,6050,36.806420000000003,-107.609369999999998
4730,6/13/1975 0:00:00,Navajo Reservoir,9109090,1653800,6050,36.806420000000003,-107.609369999999998
4731,6/14/1975 0:00:00,Navajo Reservoir,9109090,1661510,6050,36.806420000000003,-107.609369999999998
4732,6/15/1975 0:00:00,Navajo Reservoir,9109090,1670392,6050,36.806420000000003,-107.609369999999998
4733,6/16/1975 0:00:00,Navajo Reservoir,9109090,1681592,6050,36.806420000000003,-107.609369999999998
4734,6/17/1975 0:00:00,Navajo Reservoir,9109090,1691856,6050,36.806420000000003,-107.609369999999998
4735,6/18/1975 0:00:00,Navajo Reservoir,9109090,1702600,6050,36.806420000000003,-107.609369999999998
4736,6/19/1975 0:00:00,Navajo Reservoir,9109090,1714304,6050,36.806420000000003,-107.609369999999998
4737,6/20/1975 0:00:00,Navajo Reservoir,9109090,1722799,6050,36.806420000000003,-107.609369999999998
4738,6/21/1975 0:00:00,Navajo Reservoir,9109090,1728257,6050,36.806420000000003,-107.609369999999998
4739,6/22/1975 0:00:00,Navajo Reservoir,9109090,1733064,6050,36.806420000000003,-107.609369999999998
4740,6/23/1975 0:00:00,Navajo Reservoir,9109090,1737959,6050,36.806420000000003,-107.609369999999998
4741,6/24/1975 0:00:00,Navajo Reservoir,9109090,1743144,6050,36.806420000000003,-107.609369999999998
4742,6/25/1975 0:00:00,Navajo Reservoir,9109090,1748321,6050,36.806420000000003,-107.609369999999998
4743,6/26/1975 0:00:00,Navajo Reservoir,9109090,1756269,6050,36.806420000000003,-107.609369999999998
4744,6/27/1975 0:00:00,Navajo Reservoir,9109090,1763323,6050,36.806420000000003,-107.609369999999998
4745,6/28/1975 0:00:00,Navajo Reservoir,9109090,1769736,6050,36.806420000000003,-107.609369999999998
4746,6/29/1975 0:00:00,Navajo Reservoir,9109090,1777654,6050,36.806420000000003,-107.609369999999998
4747,6/30/1975 0:00:00,Navajo Reservoir,9109090,1785083,6050,36.806420000000003,-107.609369999999998
4748,7/1/1975 0:00:00,Navajo Reservoir,9109090,1791655,6050,36.806420000000003,-107.609369999999998
4749,7/2/1975 0:00:00,Navajo Reservoir,9109090,1798553,6050,36.806420000000003,-107.609369999999998
4750,7/3/1975 0:00:00,Navajo Reservoir,9109090,1806295,6050,36.806420000000003,-107.609369999999998
4751,7/4/1975 0:00:00,Navajo Reservoir,9109090,1814415,6050,36.806420000000003,-107.609369999999998
4752,7/5/1975 0:00:00,Navajo Reservoir,9109090,1822872,6050,36.806420000000003,-107.609369999999998
4753,7/6/1975 0:00:00,Navajo Reservoir,9109090,1830992,6050,36.806420000000003,-107.609369999999998
4754,7/7/1975 0:00:00,Navajo Reservoir,9109090,1837899,6050,36.806420000000003,-107.609369999999998
4755,7/8/1975 0:00:00,Navajo Reservoir,9109090,1843944,6050,36.806420000000003,-107.609369999999998
4756,7/9/1975 0:00:00,Navajo Reservoir,9109090,1849644,6050,36.806420000000003,-107.609369999999998
4757,7/10/1975 0:00:00,Navajo Reservoir,9109090,1855682,6050,36.806420000000003,-107.609369999999998
4758,7/11/1975 0:00:00,Navajo Reservoir,9109090,1861213,6050,36.806420000000003,-107.609369999999998
4759,7/12/1975 0:00:00,Navajo Reservoir,9109090,1866044,6050,36.806420000000003,-107.609369999999998
4760,7/13/1975 0:00:00,Navajo Reservoir,9109090,1870194,6050,36.806420000000003,-107.609369999999998
4761,7/14/1975 0:00:00,Navajo Reservoir,9109090,1873296,6050,36.806420000000003,-107.609369999999998
4762,7/15/1975 0:00:00,Navajo Reservoir,9109090,1875371,6050,36.806420000000003,-107.609369999999998
4763,7/16/1975 0:00:00,Navajo Reservoir,9109090,1876585,6050,36.806420000000003,-107.609369999999998
4764,7/17/1975 0:00:00,Navajo Reservoir,9109090,1879688,6050,36.806420000000003,-107.609369999999998
4765,7/18/1975 0:00:00,Navajo Reservoir,9109090,1881930,6050,36.806420000000003,-107.609369999999998
4766,7/19/1975 0:00:00,Navajo Reservoir,9109090,1883491,6050,36.806420000000003,-107.609369999999998
4767,7/20/1975 0:00:00,Navajo Reservoir,9109090,1883660,6050,36.806420000000003,-107.609369999999998
4768,7/21/1975 0:00:00,Navajo Reservoir,9109090,1883836,6050,36.806420000000003,-107.609369999999998
4769,7/22/1975 0:00:00,Navajo Reservoir,9109090,1884528,6050,36.806420000000003,-107.609369999999998
4770,7/23/1975 0:00:00,Navajo Reservoir,9109090,1884182,6050,36.806420000000003,-107.609369999999998
4771,7/24/1975 0:00:00,Navajo Reservoir,9109090,1882453,6050,36.806420000000003,-107.609369999999998
4772,7/25/1975 0:00:00,Navajo Reservoir,9109090,1880380,6050,36.806420000000003,-107.609369999999998
4773,7/26/1975 0:00:00,Navajo Reservoir,9109090,1877960,6050,36.806420000000003,-107.609369999999998
4774,7/27/1975 0:00:00,Navajo Reservoir,9109090,1875716,6050,36.806420000000003,-107.609369999999998
4775,7/28/1975 0:00:00,Navajo Reservoir,9109090,1872951,6050,36.806420000000003,-107.609369999999998
4776,7/29/1975 0:00:00,Navajo Reservoir,9109090,1869847,6050,36.806420000000003,-107.609369999999998
4777,7/30/1975 0:00:00,Navajo Reservoir,9109090,1866391,6050,36.806420000000003,-107.609369999999998
4778,7/31/1975 0:00:00,Navajo Reservoir,9109090,1864662,6050,36.806420000000003,-107.609369999999998
4779,8/1/1975 0:00:00,Navajo Reservoir,9109090,1861727,6050,36.806420000000003,-107.609369999999998
4780,8/2/1975 0:00:00,Navajo Reservoir,9109090,1863299,6050,36.806420000000003,-107.609369999999998
4781,8/3/1975 0:00:00,Navajo Reservoir,9109090,1859303,6050,36.806420000000003,-107.609369999999998
4782,8/4/1975 0:00:00,Navajo Reservoir,9109090,1854969,6050,36.806420000000003,-107.609369999999998
4783,8/5/1975 0:00:00,Navajo Reservoir,9109090,1851166,6050,36.806420000000003,-107.609369999999998
4784,8/6/1975 0:00:00,Navajo Reservoir,9109090,1847194,6050,36.806420000000003,-107.609369999999998
4785,8/7/1975 0:00:00,Navajo Reservoir,9109090,1842018,6050,36.806420000000003,-107.609369999999998
4786,8/8/1975 0:00:00,Navajo Reservoir,9109090,1838239,6050,36.806420000000003,-107.609369999999998
4787,8/9/1975 0:00:00,Navajo Reservoir,9109090,1833605,6050,36.806420000000003,-107.609369999999998
4788,8/10/1975 0:00:00,Navajo Reservoir,9109090,1829322,6050,36.806420000000003,-107.609369999999998
4789,8/11/1975 0:00:00,Navajo Reservoir,9109090,1825559,6050,36.806420000000003,-107.609369999999998
4790,8/12/1975 0:00:00,Navajo Reservoir,9109090,1822999,6050,36.806420000000003,-107.609369999999998
4791,8/13/1975 0:00:00,Navajo Reservoir,9109090,1823507,6050,36.806420000000003,-107.609369999999998
4792,8/14/1975 0:00:00,Navajo Reservoir,9109090,1821127,6050,36.806420000000003,-107.609369999999998
4793,8/15/1975 0:00:00,Navajo Reservoir,9109090,1820270,6050,36.806420000000003,-107.609369999999998
4794,8/16/1975 0:00:00,Navajo Reservoir,9109090,1818224,6050,36.806420000000003,-107.609369999999998
4795,8/17/1975 0:00:00,Navajo Reservoir,9109090,1815850,6050,36.806420000000003,-107.609369999999998
4796,8/18/1975 0:00:00,Navajo Reservoir,9109090,1813635,6050,36.806420000000003,-107.609369999999998
4797,8/19/1975 0:00:00,Navajo Reservoir,9109090,1811430,6050,36.806420000000003,-107.609369999999998
4798,8/20/1975 0:00:00,Navajo Reservoir,9109090,1808551,6050,36.806420000000003,-107.609369999999998
4799,8/21/1975 0:00:00,Navajo Reservoir,9109090,1806857,6050,36.806420000000003,-107.609369999999998
4800,8/22/1975 0:00:00,Navajo Reservoir,9109090,1805502,6050,36.806420000000003,-107.609369999999998
4801,8/23/1975 0:00:00,Navajo Reservoir,9109090,1803645,6050,36.806420000000003,-107.609369999999998
4802,8/24/1975 0:00:00,Navajo Reservoir,9109090,1801617,6050,36.806420000000003,-107.609369999999998
4803,8/25/1975 0:00:00,Navajo Reservoir,9109090,1799088,6050,36.806420000000003,-107.609369999999998
4804,8/26/1975 0:00:00,Navajo Reservoir,9109090,1796563,6050,36.806420000000003,-107.609369999999998
4805,8/27/1975 0:00:00,Navajo Reservoir,9109090,1794041,6050,36.806420000000003,-107.609369999999998
4806,8/28/1975 0:00:00,Navajo Reservoir,9109090,1791686,6050,36.806420000000003,-107.609369999999998
4807,8/29/1975 0:00:00,Navajo Reservoir,9109090,1789334,6050,36.806420000000003,-107.609369999999998
4808,8/30/1975 0:00:00,Navajo Reservoir,9109090,1787828,6050,36.806420000000003,-107.609369999999998
4809,8/31/1975 0:00:00,Navajo Reservoir,9109090,1784474,6050,36.806420000000003,-107.609369999999998
4810,9/1/1975 0:00:00,Navajo Reservoir,9109090,1781633,6050,36.806420000000003,-107.609369999999998
4811,9/2/1975 0:00:00,Navajo Reservoir,9109090,1778633,6050,36.806420000000003,-107.609369999999998
4812,9/3/1975 0:00:00,Navajo Reservoir,9109090,1776296,6050,36.806420000000003,-107.609369999999998
4813,9/4/1975 0:00:00,Navajo Reservoir,9109090,1773466,6050,36.806420000000003,-107.609369999999998
4814,9/5/1975 0:00:00,Navajo Reservoir,9109090,1770974,6050,36.806420000000003,-107.609369999999998
4815,9/6/1975 0:00:00,Navajo Reservoir,9109090,1768477,6050,36.806420000000003,-107.609369999999998
4816,9/7/1975 0:00:00,Navajo Reservoir,9109090,1765658,6050,36.806420000000003,-107.609369999999998
4817,9/8/1975 0:00:00,Navajo Reservoir,9109090,1763337,6050,36.806420000000003,-107.609369999999998
4818,9/9/1975 0:00:00,Navajo Reservoir,9109090,1762351,6050,36.806420000000003,-107.609369999999998
4819,9/10/1975 0:00:00,Navajo Reservoir,9109090,1760696,6050,36.806420000000003,-107.609369999999998
4820,9/11/1975 0:00:00,Navajo Reservoir,9109090,1758549,6050,36.806420000000003,-107.609369999999998
4821,9/12/1975 0:00:00,Navajo Reservoir,9109090,1758050,6050,36.806420000000003,-107.609369999999998
4822,9/13/1975 0:00:00,Navajo Reservoir,9109090,1758549,6050,36.806420000000003,-107.609369999999998
4823,9/14/1975 0:00:00,Navajo Reservoir,9109090,1758549,6050,36.806420000000003,-107.609369999999998
4824,9/15/1975 0:00:00,Navajo Reservoir,9109090,1758219,6050,36.806420000000003,-107.609369999999998
4825,9/16/1975 0:00:00,Navajo Reservoir,9109090,1757059,6050,36.806420000000003,-107.609369999999998
4826,9/17/1975 0:00:00,Navajo Reservoir,9109090,1755738,6050,36.806420000000003,-107.609369999999998
4827,9/18/1975 0:00:00,Navajo Reservoir,9109090,1754097,6050,36.806420000000003,-107.609369999999998
4828,9/19/1975 0:00:00,Navajo Reservoir,9109090,1751950,6050,36.806420000000003,-107.609369999999998
4829,9/20/1975 0:00:00,Navajo Reservoir,9109090,1749983,6050,36.806420000000003,-107.609369999999998
4830,9/21/1975 0:00:00,Navajo Reservoir,9109090,1747680,6050,36.806420000000003,-107.609369999999998
4831,9/22/1975 0:00:00,Navajo Reservoir,9109090,1745549,6050,36.806420000000003,-107.609369999999998
4832,9/23/1975 0:00:00,Navajo Reservoir,9109090,1743412,6050,36.806420000000003,-107.609369999999998
4833,9/24/1975 0:00:00,Navajo Reservoir,9109090,1740957,6050,36.806420000000003,-107.609369999999998
4834,9/25/1975 0:00:00,Navajo Reservoir,9109090,1738507,6050,36.806420000000003,-107.609369999999998
