STATECODE,HUC4CODE,HUC8CODE,HUCNAME,YEAR,DO-SSPop,DO-WGWTo,DO-WSWTo,DO-WTotl,DO-SSPCp,DO-PSDel,DO-WDelv,DO-ToPCp,,,,,,,,,,,,
08,1404,14040109,Vermilion,2000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
56,1404,14040109,Vermilion,2000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
56,1404,14040200,Great Divide Closed Basin,2000,0.762,0.08,0.00,0.08,92.00,0.00,0.08,91.86,,,,,,,,,,,,
08,1405,14050001,Upper Yampa,2000,7.650,1.23,0.00,1.23,144.00,3.56,4.80,140.74,,,,,,,,,,,,
08,1405,14050002,Lower Yampa,2000,1.120,0.10,0.00,0.10,80.00,0.00,0.10,80.36,,,,,,,,,,,,
56,1405,14050003,Little Snake,2000,0.186,0.01,0.00,0.01,54.00,0.07,0.08,101.45,,,,,,,,,,,,
08,1405,14050003,Little Snake,2000,0.000,0.04,0.00,0.04,0.00,0.00,0.04,0.00,,,,,,,,,,,,
56,1405,14050004,Muddy,2000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
08,1405,14050005,Upper White,2000,0.976,0.13,0.00,0.13,123.00,0.27,0.40,104.65,,,,,,,,,,,,
08,1405,14050006,Piceance-Yellow,2000,0.000,0.02,0.00,0.02,0.00,0.00,0.02,0.00,,,,,,,,,,,,
08,1405,14050007,Lower White,2000,1.074,0.08,0.00,0.08,65.00,0.45,0.53,152.10,,,,,,,,,,,,
49,1405,14050007,Lower White,2000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
08,1406,14060001,Lower Green-Diamond,2000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
49,1406,14060001,Lower Green-Diamond,2000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
49,1406,14060002,Ashley-Brush,2000,0.896,0.20,0.00,0.20,200.89,2.94,3.14,136.92,,,,,,,,,,,,
49,1406,14060003,Duchesne,2000,2.431,0.54,0.00,0.54,197.45,3.93,4.47,208.36,,,,,,,,,,,,
49,1406,14060004,Strawberry,2000,0.000,0.00,0.00,0.00,0.00,0.20,0.20,173.24,,,,,,,,,,,,
49,1406,14060005,Lower Green-Desolation Canyon,2000,0.125,0.02,0.00,0.02,160.00,0.00,0.02,160.00,,,,,,,,,,,,
49,1406,14060006,Willow,2000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
49,1406,14060007,Price,2000,0.660,0.15,0.00,0.15,196.97,4.25,4.39,176.42,,,,,,,,,,,,
49,1406,14060008,Lower Green,2000,0.000,0.00,0.00,0.00,0.00,0.12,0.12,104.17,,,,,,,,,,,,
49,1406,14060009,San Rafael,2000,0.260,0.06,0.00,0.06,192.31,1.73,1.78,196.78,,,,,,,,,,,,
49,1407,14070001,Upper Lake Powell,2000,0.000,0.00,0.00,0.00,0.00,0.12,0.12,114.70,,,,,,,,,,,,
49,1407,14070002,Muddy,2000,0.000,0.00,0.00,0.00,0.00,0.07,0.07,200.00,,,,,,,,,,,,
49,1407,14070003,Fremont,2000,0.486,0.11,0.00,0.11,205.76,0.65,0.76,270.92,,,,,,,,,,,,
49,1407,14070004,Dirty Devil,2000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
49,1407,14070005,Escalante,2000,0.030,0.01,0.00,0.01,333.33,0.37,0.38,343.43,,,,,,,,,,,,
04,1407,14070006,Lower Lake Powell,2000,1.420,0.13,0.00,0.13,85.00,1.37,1.50,130.39,,,,,,,,,,,,
49,1407,14070006,Lower Lake Powell,2000,0.000,0.00,0.00,0.00,0.00,0.07,0.07,111.11,,,,,,,,,,,,
49,1407,14070007,Paria,2000,0.325,0.07,0.00,0.07,184.62,0.22,0.29,214.88,,,,,,,,,,,,
04,1407,14070007,Paria,2000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
08,1408,14080101,Upper San Juan,2000,7.976,1.15,0.00,1.15,129.00,0.84,2.00,116.04,,,,,,,,,,,,
35,1408,14080101,Upper San Juan,2000,14.316,0.12,0.00,0.12,8.00,1.40,1.52,46.38,,,,,,,,,,,,
08,1408,14080102,Piedra,2000,6.360,0.41,0.00,0.41,58.00,0.39,0.81,113.21,,,,,,,,,,,,
35,1408,14080103,Blanco Canyon,2000,0.735,0.09,0.00,0.09,109.00,0.01,0.10,93.75,,,,,,,,,,,,
08,1408,14080104,Animas,2000,8.094,1.39,0.00,1.39,153.00,3.42,4.81,136.97,,,,,,,,,,,,
35,1408,14080104,Animas,2000,28.493,0.95,0.00,0.95,30.00,4.28,6.15,140.73,,,,,,,,,,,,
35,1408,14080105,Middle San Juan,2000,1.620,0.45,0.00,0.45,247.00,5.64,6.09,137.19,,,,,,,,,,,,
08,1408,14080105,Middle San Juan,2000,1.380,0.38,0.00,0.38,246.00,0.01,0.39,253.62,,,,,,,,,,,,
04,1408,14080105,Middle San Juan,2000,0.530,0.06,0.00,0.06,94.00,0.09,0.15,100.15,,,,,,,,,,,,
35,1408,14080106,Chaco,2000,20.490,1.14,0.00,1.14,50.00,0.00,1.17,50.76,,,,,,,,,,,,
04,1408,14080106,Chaco,2000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
35,1408,14080107,Mancos,2000,0.040,0.01,0.00,0.01,250.00,0.00,0.01,250.00,,,,,,,,,,,,
08,1408,14080107,Mancos,2000,0.347,0.01,0.00,0.01,29.00,0.83,0.84,176.06,,,,,,,,,,,,
49,1408,14080201,Lower San Juan-Four Corners,2000,3.890,0.82,0.00,0.82,187.66,0.70,1.51,153.93,,,,,,,,,,,,
04,1408,14080201,Lower San Juan-Four Corners,2000,0.660,0.07,0.00,0.07,91.00,0.11,0.18,98.10,,,,,,,,,,,,
08,1408,14080201,Lower San Juan-Four Corners,2000,0.000,0.03,0.00,0.03,0.00,0.00,0.03,0.00,,,,,,,,,,,,
35,1408,14080201,Lower San Juan-Four Corners,2000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
08,1408,14080202,Mcelmo,2000,0.114,0.07,0.00,0.07,526.00,2.65,2.71,133.92,,,,,,,,,,,,
49,1408,14080202,Mcelmo,2000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
08,1408,14080203,Montezuma,2000,0.550,0.12,0.00,0.12,200.00,0.12,0.25,137.50,,,,,,,,,,,,
49,1408,14080203,Montezuma,2000,0.000,0.00,0.00,0.00,0.00,0.37,0.37,165.00,,,,,,,,,,,,
49,1408,14080204,Chinle,2000,0.310,0.07,0.00,0.07,193.55,0.00,0.07,193.55,,,,,,,,,,,,
35,1408,14080204,Chinle,2000,2.080,0.26,0.00,0.26,111.00,0.00,0.26,110.58,,,,,,,,,,,,
04,1408,14080204,Chinle,2000,11.370,1.11,0.00,1.11,87.00,2.42,3.53,100.57,,,,,,,,,,,,
49,1408,14080205,Lower San Juan,2000,2.130,0.47,0.00,0.47,197.18,0.03,0.50,181.45,,,,,,,,,,,,
04,1408,14080205,Lower San Juan,2000,0.120,0.01,0.00,0.01,83.00,0.08,0.09,112.83,,,,,,,,,,,,
04,1501,15010001,Lower Colorado-Marble Canyon,2000,0.110,0.01,0.00,0.01,91.00,0.09,0.10,113.07,,,,,,,,,,,,
04,1501,15010002,Grand Canyon,2000,0.000,0.00,0.00,0.00,0.00,0.13,0.13,227.27,,,,,,,,,,,,
49,1501,15010003,Kanab,2000,0.093,0.02,0.00,0.02,215.05,1.15,1.18,266.50,,,,,,,,,,,,
04,1501,15010003,Kanab,2000,0.170,0.01,0.00,0.01,59.00,0.22,0.24,144.13,,,,,,,,,,,,
04,1501,15010004,Havasu Canyon,2000,1.060,0.10,0.00,0.10,85.00,0.87,0.98,115.13,,,,,,,,,,,,
32,1501,15010005,Lake Mead,2000,0.096,0.02,0.00,0.02,208.00,0.26,0.28,111.61,,,,,,,,,,,,
04,1501,15010005,Lake Mead,2000,0.080,0.01,0.00,0.01,125.00,0.26,0.27,227.70,,,,,,,,,,,,
04,1501,15010006,Grand Wash,2000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
32,1501,15010006,Grand Wash,2000,0.005,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
04,1501,15010007,Hualapai Wash,2000,2.930,0.29,0.00,0.29,89.00,7.67,7.96,193.20,,,,,,,,,,,,
49,1501,15010008,Upper Virgin,2000,0.000,0.00,0.00,0.00,0.00,19.55,19.55,229.41,,,,,,,,,,,,
04,1501,15010009,Fort Pearce Wash,2000,0.410,0.04,0.00,0.04,98.00,1.17,1.21,212.26,,,,,,,,,,,,
49,1501,15010009,Fort Pearce Wash,2000,0.000,0.00,0.00,0.00,0.00,1.26,1.26,126.41,,,,,,,,,,,,
32,1501,15010010,Lower Virgin,2000,0.074,0.01,0.00,0.01,135.00,1.48,1.49,126.67,,,,,,,,,,,,
04,1501,15010010,Lower Virgin,2000,0.240,0.02,0.00,0.02,83.00,0.73,0.75,220.47,,,,,,,,,,,,
49,1501,15010010,Lower Virgin,2000,0.000,0.00,0.00,0.00,0.00,0.70,0.70,127.57,,,,,,,,,,,,
32,1501,15010011,White,2000,0.383,0.09,0.00,0.09,209.00,0.13,0.22,181.82,,,,,,,,,,,,
32,1501,15010012,Muddy,2000,0.057,0.01,0.00,0.01,175.00,0.64,0.65,126.91,,,,,,,,,,,,
32,1501,15010013,Meadow Valley Wash,2000,2.064,0.46,0.00,0.46,199.00,0.44,0.90,184.76,,,,,,,,,,,,
49,1501,15010013,Meadow Valley Wash,2000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
04,1501,15010014,Detrital Wash,2000,0.110,0.01,0.00,0.01,91.00,0.33,0.34,215.05,,,,,,,,,,,,
32,1501,15010015,Las Vegas Wash,2000,23.290,5.27,0.00,5.27,202.00,185.28,190.55,127.58,,,,,,,,,,,,
04,1502,15020001,Little Colorado Headwaters,2000,3.210,0.31,0.00,0.31,87.00,0.54,0.85,96.04,,,,,,,,,,,,
35,1502,15020001,Little Colorado Headwaters,2000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
04,1502,15020002,Upper Little Colorado,2000,3.050,0.30,0.00,0.30,89.00,0.56,0.86,92.22,,,,,,,,,,,,
35,1502,15020002,Upper Little Colorado,2000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
04,1502,15020003,Carrizo Wash,2000,0.000,0.00,0.00,0.00,0.00,0.01,0.01,109.89,,,,,,,,,,,,
35,1502,15020003,Carrizo Wash,2000,0.068,0.00,0.00,0.00,0.00,0.01,0.01,0.00,,,,,,,,,,,,
35,1502,15020004,Zuni,2000,2.925,0.68,0.00,0.68,209.00,0.70,1.38,107.99,,,,,,,,,,,,
04,1502,15020004,Zuni,2000,0.130,0.01,0.00,0.01,77.00,0.02,0.03,90.91,,,,,,,,,,,,
04,1502,15020005,Silver,2000,7.170,0.68,0.00,0.68,85.00,3.59,4.27,98.14,,,,,,,,,,,,
04,1502,15020006,Upper Puerco,2000,5.330,0.53,0.00,0.53,88.00,0.74,1.27,86.10,,,,,,,,,,,,
35,1502,15020006,Upper Puerco,2000,22.682,1.18,0.00,1.18,46.00,2.57,3.74,74.67,,,,,,,,,,,,
04,1502,15020007,Lower Puerco,2000,1.320,0.13,0.00,0.13,91.00,0.21,0.35,86.21,,,,,,,,,,,,
04,1502,15020008,Middle Little Colorado,2000,3.120,0.29,0.00,0.29,83.00,1.89,2.19,107.23,,,,,,,,,,,,
04,1502,15020009,Leroux Wash,2000,0.700,0.07,0.00,0.07,86.00,0.12,0.19,92.39,,,,,,,,,,,,
04,1502,15020010,Chevelon Canyon,2000,0.650,0.07,0.00,0.07,92.00,0.43,0.49,116.22,,,,,,,,,,,,
04,1502,15020011,Cottonwood Wash,2000,2.610,0.26,0.00,0.26,88.00,0.70,0.95,106.53,,,,,,,,,,,,
04,1502,15020012,Corn-Oraibi,2000,0.400,0.03,0.00,0.03,75.00,0.31,0.35,120.20,,,,,,,,,,,,
04,1502,15020013,Polacca Wash,2000,1.770,0.17,0.00,0.17,85.00,1.01,1.18,114.90,,,,,,,,,,,,
04,1502,15020014,Jadito Wash,2000,0.730,0.07,0.00,0.07,82.00,0.49,0.56,118.37,,,,,,,,,,,,
04,1502,15020015,Canyon Diablo,2000,9.780,0.94,0.00,0.94,86.00,9.26,10.20,131.70,,,,,,,,,,,,
04,1502,15020016,Lower Little Colorado,2000,0.250,0.02,0.00,0.02,80.00,0.30,0.33,162.37,,,,,,,,,,,,
04,1502,15020017,Dinnebito Wash,2000,0.230,0.02,0.00,0.02,87.00,0.20,0.22,129.95,,,,,,,,,,,,
04,1502,15020018,Moenkopi Wash,2000,2.250,0.21,0.00,0.21,84.00,2.23,2.44,140.79,,,,,,,,,,,,
04,1503,15030101,Havasu-Mohave Lake,2000,7.440,0.74,0.00,0.74,89.00,21.34,22.08,213.40,,,,,,,,,,,,
06,1503,15030101,Havasu-Mohave Lake,2000,2.028,0.17,0.00,0.17,75.00,0.59,0.76,111.55,,,,,,,,,,,,
32,1503,15030101,Havasu-Mohave Lake,2000,4.251,0.01,0.00,0.01,2.00,2.07,2.09,173.18,,,,,,,,,,,,
32,1503,15030102,Piute Wash,2000,0.309,0.02,0.00,0.02,65.00,0.15,0.17,175.64,,,,,,,,,,,,
06,1503,15030102,Piute Wash,2000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
04,1503,15030103,Sacramento Wash,2000,1.080,0.11,0.00,0.11,93.00,3.23,3.34,220.38,,,,,,,,,,,,
04,1503,15030104,Imperial Reservoir,2000,4.550,0.58,0.00,0.58,114.00,1.89,2.48,192.56,,,,,,,,,,,,
06,1503,15030104,Imperial Reservoir,2000,5.369,0.45,0.00,0.45,75.00,0.87,1.32,97.08,,,,,,,,,,,,
04,1503,15030105,Bouse Wash,2000,0.990,0.12,0.00,0.12,111.00,0.40,0.53,197.73,,,,,,,,,,,,
04,1503,15030106,Tyson Wash,2000,1.780,0.22,0.00,0.22,112.00,0.65,0.87,183.31,,,,,,,,,,,,
04,1503,15030107,Lower Colorado,2000,0.300,0.04,0.00,0.04,133.00,0.43,0.47,138.89,,,,,,,,,,,,
06,1503,15030107,Lower Colorado,2000,0.136,0.01,0.00,0.01,75.00,0.04,0.06,94.52,,,,,,,,,,,,
04,1503,15030108,Yuma Desert,2000,12.490,1.98,0.00,1.98,142.00,18.04,20.02,140.62,,,,,,,,,,,,
04,1503,15030201,Big Sandy,2000,0.090,0.01,0.00,0.01,111.00,0.31,0.33,205.82,,,,,,,,,,,,
04,1503,15030202,Burro,2000,0.060,0.01,0.00,0.01,167.00,0.04,0.06,174.83,,,,,,,,,,,,
04,1503,15030203,Santa Maria,2000,0.820,0.08,0.00,0.08,85.00,0.53,0.61,138.36,,,,,,,,,,,,
04,1503,15030204,Bill Williams,2000,0.060,0.01,0.00,0.01,167.00,0.02,0.03,214.29,,,,,,,,,,,,
35,1504,15040001,Upper Gila,2000,1.940,0.18,0.00,0.18,82.00,0.00,0.18,82.47,,,,,,,,,,,,
04,1504,15040002,Upper Gila-Mangas,2000,0.820,0.08,0.00,0.08,85.00,0.57,0.65,162.46,,,,,,,,,,,,
35,1504,15040002,Upper Gila-Mangas,2000,1.855,0.10,0.00,0.10,49.00,0.04,0.15,57.52,,,,,,,,,,,,
35,1504,15040003,Animas Valley,2000,1.911,0.12,0.00,0.12,58.00,0.57,0.70,117.20,,,,,,,,,,,,
04,1504,15040003,Animas Valley,2000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
04,1504,15040004,San Francisco,2000,1.320,0.11,0.00,0.11,76.00,0.83,0.94,156.89,,,,,,,,,,,,
35,1504,15040004,San Francisco,2000,0.118,0.00,0.00,0.00,0.00,0.15,0.15,0.00,,,,,,,,,,,,
04,1504,15040005,Upper Gila-San Carlos Reservoir,2000,4.300,0.50,0.00,0.50,105.00,3.74,4.25,128.20,,,,,,,,,,,,
04,1504,15040006,San Simon,2000,0.290,0.04,0.00,0.04,138.00,0.24,0.28,147.32,,,,,,,,,,,,
35,1504,15040006,San Simon,2000,0.518,0.01,0.00,0.01,19.00,0.01,0.02,31.25,,,,,,,,,,,,
04,1504,15040007,San Carlos,2000,1.480,0.17,0.00,0.17,101.00,0.95,1.12,115.45,,,,,,,,,,,,
04,1505,15050100,Middle Gila,2000,22.560,3.42,0.00,3.42,135.00,166.00,169.42,167.46,,,,,,,,,,,,
04,1505,15050201,Willcox Playa,2000,1.950,0.27,0.00,0.27,123.00,1.35,1.61,126.87,,,,,,,,,,,,
04,1505,15050202,Upper San Pedro,2000,14.180,1.93,0.00,1.93,121.00,8.87,10.80,118.56,,,,,,,,,,,,
04,1505,15050203,Lower San Pedro,2000,0.530,0.08,0.00,0.08,132.00,0.87,0.95,160.14,,,,,,,,,,,,
04,1505,15050301,Upper Santa Cruz,2000,21.540,2.70,0.00,2.70,112.00,87.96,90.67,155.47,,,,,,,,,,,,
04,1505,15050302,Rillito,2000,9.570,1.17,0.00,1.17,109.00,46.25,47.42,139.90,,,,,,,,,,,,
04,1505,15050303,Lower Santa Cruz,2000,7.260,1.13,0.00,1.13,139.00,9.49,10.63,131.81,,,,,,,,,,,,
04,1505,15050304,Brawley Wash,2000,1.510,0.18,0.00,0.18,106.00,6.27,6.45,118.02,,,,,,,,,,,,
04,1505,15050305,Aguirre Valley,2000,0.000,0.00,0.00,0.00,0.00,0.03,0.03,175.44,,,,,,,,,,,,
04,1505,15050306,Santa Rosa Wash,2000,0.000,0.00,0.00,0.00,0.00,0.33,0.33,185.90,,,,,,,,,,,,
04,1506,15060101,Black,2000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
04,1506,15060102,White,2000,1.860,0.18,0.00,0.18,86.00,1.08,1.26,113.86,,,,,,,,,,,,
04,1506,15060103,Upper Salt,2000,3.350,0.37,0.00,0.37,99.00,2.21,2.58,123.51,,,,,,,,,,,,
04,1506,15060104,Carrizo,2000,0.160,0.02,0.00,0.02,125.00,0.11,0.13,139.37,,,,,,,,,,,,
04,1506,15060105,Tonto,2000,1.490,0.17,0.00,0.17,101.00,0.84,1.01,109.42,,,,,,,,,,,,
04,1506,15060106,Lower Salt,2000,12.970,1.92,0.00,1.92,132.00,179.54,181.46,176.08,,,,,,,,,,,,
04,1506,15060201,Big Chino-Williamson Valley,2000,1.550,0.16,0.00,0.16,90.00,1.09,1.24,145.00,,,,,,,,,,,,
04,1506,15060202,Upper Verde,2000,22.930,2.32,0.00,2.32,90.00,14.36,16.68,133.21,,,,,,,,,,,,
04,1506,15060203,Lower Verde,2000,4.220,0.47,0.00,0.47,100.00,6.85,7.32,147.18,,,,,,,,,,,,
04,1507,15070101,Lower Gila-Painted Rock Reservoir,2000,0.860,0.12,0.00,0.12,128.00,14.46,14.58,210.98,,,,,,,,,,,,
04,1507,15070102,Agua Fria,2000,27.240,3.56,0.00,3.56,117.00,287.93,291.49,200.10,,,,,,,,,,,,
04,1507,15070103,Hassayampa,2000,0.820,0.09,0.00,0.09,98.00,3.07,3.16,174.32,,,,,,,,,,,,
04,1507,15070104,Centennial Wash,2000,0.990,0.13,0.00,0.13,121.00,1.14,1.28,185.19,,,,,,,,,,,,
04,1507,15070201,Lower Gila,2000,2.820,0.45,0.00,0.45,142.00,5.22,5.67,175.01,,,,,,,,,,,,
04,1507,15070202,Tenmile Wash,2000,0.090,0.01,0.00,0.01,111.00,0.63,0.64,184.88,,,,,,,,,,,,
04,1507,15070203,San Cristobal Wash,2000,0.000,0.00,0.00,0.00,0.00,0.09,0.09,185.19,,,,,,,,,,,,
04,1508,15080101,San Simon Wash,2000,0.140,0.02,0.00,0.02,143.00,0.94,0.96,186.51,,,,,,,,,,,,
04,1508,15080102,Rio Sonoyta,2000,0.000,0.00,0.00,0.00,0.00,0.06,0.06,220.26,,,,,,,,,,,,
04,1508,15080103,Tule Desert,2000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
04,1508,15080200,Rio De La Concepcion,2000,0.000,0.00,0.00,0.00,0.00,0.02,0.02,192.31,,,,,,,,,,,,
04,1508,15080301,Whitewater Draw,2000,4.260,0.58,0.00,0.58,122.00,2.47,3.05,111.18,,,,,,,,,,,,
04,1508,15080302,San Bernardino Valley,2000,0.000,0.00,0.00,0.00,0.00,0.01,0.01,133.33,,,,,,,,,,,,
35,1508,15080302,San Bernardino Valley,2000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
35,1508,15080303,Cloverdale,2000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
08,1401,14010001,Colorado Headwaters,2005,1.812,0.28,0.00,0.28,138.00,2.20,2.48,137.60,,,,,,,,,,,,
08,1401,14010002,Blue,2005,2.009,0.48,0.00,0.48,214.00,5.67,6.15,215.60,,,,,,,,,,,,
08,1401,14010003,Eagle,2005,1.566,0.25,0.00,0.25,140.00,5.71,5.95,137.73,,,,,,,,,,,,
08,1401,14010004,Roaring Fork,2005,4.839,1.00,0.00,1.00,184.00,7.69,8.69,183.58,,,,,,,,,,,,
08,1401,14010005,Colorado Headwaters-Plateau,2005,9.304,0.56,0.00,0.56,54.00,10.75,11.31,68.45,,,,,,,,,,,,
49,1401,14010005,Colorado Headwaters-Plateau,2005,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
08,1401,14010006,Parachute-Roan,2005,1.484,0.22,0.00,0.22,135.00,0.00,0.22,134.77,,,,,,,,,,,,
08,1402,14020001,East-Taylor,2005,1.011,0.09,0.00,0.09,79.00,0.34,0.43,82.04,,,,,,,,,,,,
08,1402,14020002,Upper Gunnison,2005,5.730,1.17,0.00,1.17,182.00,0.61,1.77,221.29,,,,,,,,,,,,
08,1402,14020003,Tomichi,2005,0.465,0.08,0.00,0.08,151.00,0.92,1.00,157.94,,,,,,,,,,,,
08,1402,14020004,North Fork Gunnison,2005,6.074,0.99,0.00,0.99,145.00,0.28,1.27,159.07,,,,,,,,,,,,
08,1402,14020005,Lower Gunnison,2005,15.199,2.60,0.00,2.60,153.00,3.70,6.30,196.12,,,,,,,,,,,,
08,1402,14020006,Uncompahgre,2005,0.747,0.07,0.00,0.07,80.00,4.91,4.98,101.94,,,,,,,,,,,,
08,1403,14030001,Westwater Canyon,2005,0.780,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
49,1403,14030001,Westwater Canyon,2005,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
49,1403,14030002,Upper Dolores,2005,0.163,0.03,0.00,0.03,184.05,0.00,0.03,184.05,,,,,,,,,,,,
08,1403,14030002,Upper Dolores,2005,0.440,0.09,0.00,0.09,182.00,0.73,0.82,193.53,,,,,,,,,,,,
08,1403,14030003,San Miguel,2005,1.940,0.19,0.00,0.19,88.00,0.66,0.85,89.74,,,,,,,,,,,,
08,1403,14030004,Lower Dolores,2005,0.338,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
49,1403,14030004,Lower Dolores,2005,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
49,1403,14030005,Upper Colorado-Kane Springs,2005,1.458,0.33,0.00,0.33,198.90,1.74,2.06,186.18,,,,,,,,,,,,
08,1403,14030005,Upper Colorado-Kane Springs,2005,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
56,1404,14040101,Upper Green,2005,2.675,0.20,0.00,0.20,67.00,0.41,0.62,119.31,,,,,,,,,,,,
56,1404,14040102,New Fork,2005,3.350,0.28,0.00,0.28,75.00,0.64,0.92,167.01,,,,,,,,,,,,
56,1404,14040103,Upper Green-Slate,2005,0.303,0.03,0.00,0.03,99.00,5.08,5.11,528.27,,,,,,,,,,,,
56,1404,14040104,Big Sandy,2005,0.741,0.11,0.00,0.11,135.00,0.01,0.12,133.98,,,,,,,,,,,,
56,1404,14040105,Bitter,2005,2.801,0.24,0.00,0.24,75.00,2.94,3.17,109.35,,,,,,,,,,,,
49,1404,14040106,Upper Green-Flaming Gorge Reservoir,2005,0.316,0.07,0.00,0.07,189.87,0.33,0.39,371.16,,,,,,,,,,,,
56,1404,14040106,Upper Green-Flaming Gorge Reservoir,2005,3.462,0.28,0.00,0.28,72.00,0.00,0.28,72.21,,,,,,,,,,,,
08,1404,14040106,Upper Green-Flaming Gorge Reservoir,2005,0.038,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
56,1404,14040107,Blacks Fork,2005,1.000,0.11,0.00,0.11,100.00,1.66,1.77,160.62,,,,,,,,,,,,
49,1404,14040107,Blacks Fork,2005,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
49,1404,14040108,Muddy,2005,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
56,1404,14040108,Muddy,2005,0.000,0.06,0.00,0.06,0.00,0.00,0.06,0.00,,,,,,,,,,,,
08,1404,14040109,Vermilion,2005,0.033,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
56,1404,14040109,Vermilion,2005,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
56,1404,14040200,Great Divide Closed Basin,2005,0.705,0.08,0.00,0.08,99.00,0.00,0.08,99.29,,,,,,,,,,,,
08,1405,14050001,Upper Yampa,2005,6.583,0.63,0.00,0.63,85.00,4.55,5.18,140.61,,,,,,,,,,,,
08,1405,14050002,Lower Yampa,2005,1.154,0.16,0.00,0.16,121.00,0.00,0.16,121.32,,,,,,,,,,,,
56,1405,14050003,Little Snake,2005,0.332,0.01,0.00,0.01,30.00,0.07,0.08,77.78,,,,,,,,,,,,
08,1405,14050003,Little Snake,2005,0.245,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
56,1405,14050004,Muddy,2005,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
08,1405,14050005,Upper White,2005,1.285,0.21,0.00,0.21,148.00,0.62,0.83,209.81,,,,,,,,,,,,
08,1405,14050006,Piceance-Yellow,2005,0.312,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
08,1405,14050007,Lower White,2005,0.399,0.07,0.00,0.07,150.00,0.73,0.80,232.86,,,,,,,,,,,,
49,1405,14050007,Lower White,2005,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
08,1406,14060001,Lower Green-Diamond,2005,0.047,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
49,1406,14060001,Lower Green-Diamond,2005,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
49,1406,14060002,Ashley-Brush,2005,1.767,0.39,0.00,0.39,198.07,3.60,3.99,162.69,,,,,,,,,,,,
49,1406,14060003,Duchesne,2005,2.507,0.55,0.00,0.55,195.45,4.16,4.71,205.21,,,,,,,,,,,,
49,1406,14060004,Strawberry,2005,0.000,0.00,0.00,0.00,0.00,0.29,0.29,238.53,,,,,,,,,,,,
49,1406,14060005,Lower Green-Desolation Canyon,2005,0.125,0.02,0.00,0.02,160.00,0.00,0.02,160.00,,,,,,,,,,,,
