STATECODE,HUC4CODE,HUC8CODE,HUCNAME,YEAR,AQ-WGWFr,AQ-WSWFr,AQ-WTotl
04,1507,15070103,Hassayampa,2010,0.00,0.00,0.00
04,1507,15070104,Centennial Wash,2010,0.00,0.00,0.00
04,1507,15070201,Lower Gila,2010,0.00,0.00,0.00
04,1507,15070202,Tenmile Wash,2010,0.00,0.00,0.00
04,1507,15070203,San Cristobal Wash,2010,0.00,0.00,0.00
04,1508,15080101,San Simon Wash,2010,0.00,0.00,0.00
04,1508,15080102,Rio Sonoyta,2010,0.00,0.00,0.00
04,1508,15080103,Tule Desert,2010,0.00,0.00,0.00
04,1508,15080200,Rio De La Concepcion,2010,0.00,0.00,0.00
04,1508,15080301,Whitewater Draw,2010,0.00,0.00,0.00
04,1508,15080302,San Bernardino Valley,2010,0.00,0.00,0.00
35,1508,15080302,San Bernardino Valley,2010,0.00,0.00,0.00
35,1508,15080303,Cloverdale,2010,0.00,0.00,0.00
