STATECODE,HUC4CODE,HUC8CODE,HUCNAME,YEAR,IR-WGWFr,IR-WSWFr,IR-WFrTo,IR-CUsFr,IR-CLoss,IR-IrSpr,IR-IrMic,IR-IrSur,IR-IrTot,IR-RecWW,SSEBop_CU
08,1402,14020006,Uncompahgre,1990,1.97,664.13,666.10,143.57,159.48,1.14,0.00,78.22,79.36,0.00,--
08,1403,14030001,Westwater Canyon,1990,0.06,6.24,6.30,3.64,1.69,0.04,0.00,1.27,1.31,0.00,--
49,1403,14030001,Westwater Canyon,1990,0.00,3.17,3.17,2.15,0.34,0.54,0.00,0.54,1.08,0.00,--
08,1403,14030002,Upper Dolores,1990,3.02,33.39,36.41,22.34,9.17,0.81,0.00,13.63,14.44,0.00,--
49,1403,14030002,Upper Dolores,1990,0.00,4.01,4.01,3.09,0.31,0.88,0.00,0.30,1.18,0.00,--
08,1403,14030003,San Miguel,1990,0.36,67.78,68.13,39.52,18.33,0.63,0.00,21.41,22.04,0.00,--
08,1403,14030004,Lower Dolores,1990,0.12,13.31,13.43,6.98,3.60,0.10,0.00,3.19,3.29,0.00,--
49,1403,14030004,Lower Dolores,1990,0.00,0.37,0.37,0.25,0.04,0.06,0.00,0.06,0.12,0.00,--
49,1403,14030005,Upper Colorado-Kane Springs,1990,0.20,5.92,6.12,4.25,0.67,1.67,0.00,1.18,2.85,0.00,--
08,1403,14030005,Upper Colorado-Kane Springs,1990,0.00,0.48,0.48,0.25,0.13,0.01,0.00,0.23,0.24,0.00,--
56,1404,14040101,Upper Green,1990,1.32,326.42,327.75,208.82,89.09,11.19,0.00,157.60,168.79,0.00,--
56,1404,14040102,New Fork,1990,0.00,175.16,175.16,124.59,52.55,0.18,0.00,99.40,99.58,0.00,--
56,1404,14040103,Upper Green-Slate,1990,0.00,5.75,5.75,2.41,0.75,0.10,0.00,1.60,1.70,0.00,--
56,1404,14040104,Big Sandy,1990,0.00,117.10,117.10,56.38,19.52,1.63,0.00,39.80,41.43,0.00,--
56,1404,14040105,Bitter,1990,0.00,1.15,1.15,0.48,0.15,0.02,0.00,0.32,0.34,0.00,--
56,1404,14040106,Upper Green-Flaming Gorge Reservoir,1990,0.00,31.21,31.21,16.65,6.42,0.30,0.00,12.80,13.10,0.00,--
49,1404,14040106,Upper Green-Flaming Gorge Reservoir,1990,0.50,17.76,18.26,14.61,1.73,5.60,0.00,5.40,11.00,0.00,--
08,1404,14040106,Upper Green-Flaming Gorge Reservoir,1990,0.00,4.39,4.39,1.00,1.32,0.07,0.00,0.96,1.03,0.00,--
56,1404,14040107,Blacks Fork,1990,1.77,194.78,196.56,96.22,41.45,15.13,0.00,65.28,80.41,0.00,--
49,1404,14040107,Blacks Fork,1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
56,1404,14040108,Muddy,1990,0.00,9.84,9.84,5.91,2.47,0.05,0.00,4.80,4.85,0.00,--
49,1404,14040108,Muddy,1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
08,1404,14040109,Vermilion,1990,0.00,23.26,23.26,5.30,6.98,0.29,0.00,3.84,4.13,0.00,--
56,1404,14040109,Vermilion,1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
56,1404,14040200,Great Divide Closed Basin,1990,0.03,6.57,6.60,1.61,1.88,0.01,0.00,1.83,1.84,0.00,--
08,1405,14050001,Upper Yampa,1990,2.20,348.06,350.26,76.46,76.75,1.20,0.00,63.02,64.22,0.00,--
08,1405,14050002,Lower Yampa,1990,0.58,84.22,84.80,19.08,18.59,0.95,0.00,13.18,14.13,0.00,--
08,1405,14050003,Little Snake,1990,0.17,95.09,95.26,20.86,20.93,0.75,0.00,11.39,12.14,0.00,--
56,1405,14050003,Little Snake,1990,0.16,32.83,32.99,8.08,9.42,0.06,0.00,9.15,9.21,0.00,--
56,1405,14050004,Muddy,1990,0.03,6.57,6.60,1.61,1.88,0.01,0.00,1.83,1.84,0.00,--
08,1405,14050005,Upper White,1990,0.30,90.41,90.71,19.81,19.92,0.33,0.00,11.23,11.56,0.00,--
08,1405,14050006,Piceance-Yellow,1990,0.53,75.69,76.22,16.74,16.69,0.28,0.00,10.65,10.93,0.00,--
08,1405,14050007,Lower White,1990,0.24,36.05,36.29,7.97,7.95,0.10,0.00,3.20,3.30,0.00,--
49,1405,14050007,Lower White,1990,0.00,4.75,4.75,3.61,0.75,1.03,0.00,0.97,2.00,0.00,--
49,1406,14060001,Lower Green-Diamond,1990,0.00,10.66,10.66,8.09,1.68,2.30,0.00,2.17,4.47,0.00,--
08,1406,14060001,Lower Green-Diamond,1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
49,1406,14060002,Ashley-Brush,1990,1.01,168.17,169.18,128.46,26.72,36.53,0.00,34.45,70.98,0.00,--
49,1406,14060003,Duchesne,1990,4.04,60.53,64.57,48.52,10.31,16.44,0.00,14.72,31.16,0.00,--
49,1406,14060004,Strawberry,1990,0.00,116.08,116.08,87.06,18.57,30.29,0.00,26.93,57.22,0.00,--
49,1406,14060005,Lower Green-Desolation Canyon,1990,0.00,2.72,2.72,2.06,0.43,0.24,0.00,0.52,0.76,0.00,--
49,1406,14060006,Willow,1990,0.00,0.75,0.75,0.57,0.11,0.16,0.00,0.15,0.31,0.00,--
49,1406,14060007,Price,1990,0.00,82.77,82.77,61.39,12.94,0.57,0.00,18.82,19.39,0.00,--
49,1406,14060008,Lower Green,1990,0.00,6.80,6.80,4.74,0.92,0.54,0.00,1.77,2.31,0.00,--
49,1406,14060009,San Rafael,1990,0.00,63.78,63.78,45.29,9.89,1.10,0.00,20.29,21.39,0.12,--
49,1407,14070001,Upper Lake Powell,1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
49,1407,14070002,Muddy,1990,0.00,18.96,18.96,12.47,2.90,0.34,0.00,5.87,6.21,0.00,--
49,1407,14070003,Fremont,1990,2.51,26.06,28.57,20.76,4.06,13.10,0.00,5.60,18.70,0.00,--
49,1407,14070004,Dirty Devil,1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
49,1407,14070005,Escalante,1990,0.91,10.60,11.51,3.65,1.02,1.78,0.00,1.54,3.32,0.00,--
04,1407,14070006,Lower Lake Powell,1990,0.02,0.02,0.04,0.03,0.01,0.00,0.00,0.05,0.05,0.38,--
49,1407,14070006,Lower Lake Powell,1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
49,1407,14070007,Paria,1990,0.00,9.81,9.81,3.25,0.86,1.64,0.00,1.33,2.97,0.00,--
04,1407,14070007,Paria,1990,0.00,0.03,0.03,0.02,0.01,0.00,0.00,0.01,0.01,0.00,--
08,1408,14080101,Upper San Juan,1990,0.41,202.60,203.01,44.97,46.62,1.20,0.00,44.59,45.79,0.00,--
35,1408,14080101,Upper San Juan,1990,0.00,143.01,143.01,86.37,29.90,20.59,0.00,11.86,32.45,0.00,--
08,1408,14080102,Piedra,1990,0.02,11.09,11.11,2.61,2.54,0.15,0.00,3.21,3.36,0.00,--
35,1408,14080103,Blanco Canyon,1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
35,1408,14080104,Animas,1990,0.00,97.35,97.35,62.87,16.15,14.19,0.00,11.03,25.22,0.00,--
08,1408,14080104,Animas,1990,0.22,111.09,111.32,24.54,25.56,0.22,0.00,18.80,19.02,0.00,--
35,1408,14080105,Middle San Juan,1990,0.00,88.70,88.70,47.38,22.17,5.98,0.00,14.34,20.32,0.00,--
08,1408,14080105,Middle San Juan,1990,0.09,44.37,44.46,9.80,10.21,0.11,0.00,9.61,9.72,0.00,--
04,1408,14080105,Middle San Juan,1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
35,1408,14080106,Chaco,1990,0.00,66.32,66.32,53.09,7.40,20.47,0.00,1.32,21.79,0.00,--
04,1408,14080106,Chaco,1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
08,1408,14080107,Mancos,1990,0.16,76.40,76.55,17.50,17.58,0.52,0.00,9.60,10.12,0.00,--
35,1408,14080107,Mancos,1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
49,1408,14080201,Lower San Juan-Four Corners,1990,0.00,15.85,15.85,12.21,1.27,3.50,0.00,1.17,4.67,0.00,--
04,1408,14080201,Lower San Juan-Four Corners,1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
08,1408,14080201,Lower San Juan-Four Corners,1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
35,1408,14080201,Lower San Juan-Four Corners,1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
08,1408,14080202,Mcelmo,1990,0.55,271.98,272.53,64.12,62.59,1.89,0.00,35.05,36.94,0.00,--
49,1408,14080202,Mcelmo,1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
49,1408,14080203,Montezuma,1990,0.00,20.19,20.19,15.55,1.61,4.46,0.00,1.48,5.94,0.00,--
08,1408,14080203,Montezuma,1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1408,14080204,Chinle,1990,0.72,1.39,2.11,1.58,0.53,0.00,0.00,0.80,0.80,0.00,--
35,1408,14080204,Chinle,1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
49,1408,14080204,Chinle,1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1408,14080205,Lower San Juan,1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
49,1408,14080205,Lower San Juan,1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1501,15010001,Lower Colorado-Marble Canyon,1990,0.15,0.00,0.15,0.11,0.03,0.00,0.00,0.05,0.05,0.03,--
04,1501,15010002,Grand Canyon,1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
49,1501,15010003,Kanab,1990,1.01,2.00,3.00,2.69,0.21,1.10,0.00,0.70,1.80,0.00,--
04,1501,15010003,Kanab,1990,1.79,1.00,2.79,2.10,0.70,0.00,0.00,0.40,0.40,0.00,--
04,1501,15010004,Havasu Canyon,1990,0.00,0.63,0.63,0.47,0.16,0.00,0.00,0.30,0.30,0.00,--
32,1501,15010005,Lake Mead,1990,0.00,0.11,0.11,0.06,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1501,15010005,Lake Mead,1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1501,15010006,Grand Wash,1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
32,1501,15010006,Grand Wash,1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1501,15010007,Hualapai Wash,1990,0.61,0.00,0.61,0.39,0.09,0.00,0.00,0.20,0.20,0.10,--
49,1501,15010008,Upper Virgin,1990,6.83,0.56,7.39,4.54,0.92,0.85,0.00,1.37,2.22,0.00,--
04,1501,15010009,Fort Pearce Wash,1990,1.51,0.00,1.51,1.13,0.38,0.00,0.00,0.50,0.50,0.00,--
49,1501,15010009,Fort Pearce Wash,1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1501,15010010,Lower Virgin,1990,6.89,4.81,11.70,8.78,2.93,0.00,0.00,2.92,2.92,0.00,--
32,1501,15010010,Lower Virgin,1990,4.93,13.12,18.05,11.99,0.84,0.50,0.00,2.40,2.90,0.00,--
49,1501,15010010,Lower Virgin,1990,1.20,2.40,3.60,1.91,0.50,0.14,0.00,0.62,0.76,0.00,--
32,1501,15010011,White,1990,16.82,16.48,33.29,22.03,1.51,1.20,0.00,7.95,9.15,0.00,--
32,1501,15010012,Muddy,1990,3.36,5.94,9.30,6.17,0.45,0.35,0.00,1.15,1.50,0.00,--
32,1501,15010013,Meadow Valley Wash,1990,15.41,13.45,28.87,19.06,1.29,1.05,0.00,5.60,6.65,0.00,--
49,1501,15010013,Meadow Valley Wash,1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1501,15010014,Detrital Wash,1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
32,1501,15010015,Las Vegas Wash,1990,2.75,2.69,5.44,5.66,0.62,1.50,0.00,0.35,1.85,1.00,--
04,1502,15020001,Little Colorado Headwaters,1990,1.00,6.31,7.31,5.48,1.83,0.00,0.00,6.70,6.70,0.24,--
35,1502,15020001,Little Colorado Headwaters,1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1502,15020002,Upper Little Colorado,1990,4.04,8.58,12.61,9.46,3.15,0.00,0.00,15.20,15.20,0.37,--
35,1502,15020002,Upper Little Colorado,1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
35,1502,15020003,Carrizo Wash,1990,0.00,0.41,0.41,0.22,0.04,0.00,0.00,0.18,0.18,0.00,--
04,1502,15020003,Carrizo Wash,1990,1.04,0.00,1.04,0.78,0.26,0.00,0.00,0.15,0.15,0.00,--
35,1502,15020004,Zuni,1990,0.00,0.44,0.44,0.21,0.09,0.00,0.00,2.39,2.39,0.00,--
04,1502,15020004,Zuni,1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1502,15020005,Silver,1990,18.59,0.00,18.59,13.95,4.65,1.70,0.00,3.80,5.50,0.53,--
04,1502,15020006,Upper Puerco,1990,0.40,0.80,1.20,0.90,0.30,0.00,0.00,0.20,0.20,0.00,--
35,1502,15020006,Upper Puerco,1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1502,15020007,Lower Puerco,1990,0.10,0.00,0.10,0.08,0.02,0.00,0.00,0.05,0.05,0.00,--
04,1502,15020008,Middle Little Colorado,1990,8.42,0.00,8.42,6.31,2.11,0.00,0.00,2.90,2.90,1.88,--
04,1502,15020009,Leroux Wash,1990,0.29,0.00,0.29,0.22,0.08,0.00,0.00,0.10,0.10,0.00,--
04,1502,15020010,Chevelon Canyon,1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1502,15020011,Cottonwood Wash,1990,0.10,0.00,0.10,0.08,0.02,0.00,0.00,0.02,0.02,0.00,--
04,1502,15020012,Corn-Oraibi,1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1502,15020013,Polacca Wash,1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1502,15020014,Jadito Wash,1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1502,15020015,Canyon Diablo,1990,0.31,0.00,0.31,0.24,0.08,0.00,0.00,0.50,0.50,1.17,--
04,1502,15020016,Lower Little Colorado,1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1502,15020017,Dinnebito Wash,1990,0.18,0.72,0.90,0.67,0.22,0.00,0.00,0.30,0.30,0.00,--
04,1502,15020018,Moenkopi Wash,1990,0.09,0.81,0.90,0.67,0.22,0.00,0.00,0.30,0.30,0.00,--
04,1503,15030101,Havasu-Mohave Lake,1990,38.00,58.59,96.60,67.62,24.15,0.00,0.00,19.00,19.00,2.32,--
06,1503,15030101,Havasu-Mohave Lake,1990,10.62,0.00,10.62,7.28,0.27,1.80,0.00,1.06,2.86,0.00,--
32,1503,15030101,Havasu-Mohave Lake,1990,1.12,0.00,1.12,1.68,0.11,0.05,0.00,0.40,0.45,2.19,--
06,1503,15030102,Piute Wash,1990,8.49,0.00,8.49,5.82,0.21,1.44,0.00,0.85,2.29,0.00,--
32,1503,15030102,Piute Wash,1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1503,15030103,Sacramento Wash,1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1503,15030104,Imperial Reservoir,1990,9.62,737.39,747.01,522.91,186.76,10.22,0.00,92.00,102.22,0.56,--
06,1503,15030104,Imperial Reservoir,1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1503,15030105,Bouse Wash,1990,16.27,0.00,16.27,11.39,4.07,2.50,0.00,0.15,2.65,0.00,--
04,1503,15030106,Tyson Wash,1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
06,1503,15030107,Lower Colorado,1990,113.92,537.84,651.76,463.44,38.36,6.74,0.00,121.21,127.95,0.00,--
04,1503,15030107,Lower Colorado,1990,23.60,56.35,79.95,55.96,19.99,0.00,0.00,10.20,10.20,0.00,--
04,1503,15030108,Yuma Desert,1990,97.28,575.24,672.52,470.76,168.13,35.00,0.00,77.00,112.00,0.00,--
04,1503,15030201,Big Sandy,1990,0.03,0.03,0.07,0.04,0.01,0.00,0.00,0.02,0.02,0.00,--
04,1503,15030202,Burro,1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1503,15030203,Santa Maria,1990,12.41,0.00,12.41,8.07,1.86,0.00,0.00,2.94,2.94,0.00,--
04,1503,15030204,Bill Williams,1990,1.21,1.21,2.42,1.57,0.36,0.30,0.00,0.30,0.60,0.00,--
35,1504,15040001,Upper Gila,1990,0.00,1.14,1.14,0.08,0.96,0.00,0.00,0.05,0.05,0.00,--
35,1504,15040002,Upper Gila-Mangas,1990,1.93,30.31,32.24,7.69,19.34,0.00,0.00,3.50,3.50,0.00,--
04,1504,15040002,Upper Gila-Mangas,1990,8.80,3.98,12.78,8.31,1.92,0.30,0.00,2.73,3.03,0.00,--
35,1504,15040003,Animas Valley,1990,21.89,0.00,21.89,13.55,0.00,1.38,0.00,5.38,6.76,0.00,--
04,1504,15040003,Animas Valley,1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
35,1504,15040004,San Francisco,1990,0.00,17.73,17.73,1.37,14.77,0.00,0.00,0.80,0.80,0.00,--
04,1504,15040004,San Francisco,1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1504,15040005,Upper Gila-San Carlos Reservoir,1990,117.91,68.98,186.88,121.47,28.04,2.12,0.00,19.06,21.18,0.13,--
04,1504,15040006,San Simon,1990,43.92,0.00,43.92,28.55,6.59,0.70,0.00,6.34,7.04,0.00,--
35,1504,15040006,San Simon,1990,0.76,0.00,0.76,0.44,0.00,0.00,0.00,0.29,0.29,0.00,--
04,1504,15040007,San Carlos,1990,1.28,0.00,1.28,0.83,0.19,0.07,0.00,0.42,0.49,0.00,--
04,1505,15050100,Middle Gila,1990,311.30,469.83,781.14,507.75,117.18,27.33,0.00,121.98,149.31,1.28,--
04,1505,15050201,Willcox Playa,1990,73.55,0.00,73.55,47.81,11.03,2.79,0.00,25.09,27.88,0.00,--
04,1505,15050202,Upper San Pedro,1990,25.86,5.00,30.86,20.05,4.63,0.18,0.00,1.60,1.78,2.78,--
04,1505,15050203,Lower San Pedro,1990,18.79,0.00,18.79,12.21,2.81,0.17,0.00,1.56,1.73,0.22,--
04,1505,15050301,Upper Santa Cruz,1990,32.37,0.00,32.37,21.04,4.85,0.73,0.00,6.55,7.28,0.00,--
04,1505,15050302,Rillito,1990,1.02,0.00,1.02,0.66,0.16,0.02,0.00,0.15,0.17,0.00,--
04,1505,15050303,Lower Santa Cruz,1990,196.18,242.77,438.95,285.32,65.85,11.82,0.00,106.34,118.16,12.31,--
04,1505,15050304,Brawley Wash,1990,15.95,0.00,15.95,10.37,2.39,0.82,0.00,7.42,8.24,9.52,--
04,1505,15050305,Aguirre Valley,1990,6.56,0.00,6.56,4.26,0.99,0.05,0.00,0.49,0.54,0.00,--
04,1505,15050306,Santa Rosa Wash,1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1506,15060101,Black,1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1506,15060102,White,1990,1.10,0.00,1.10,0.72,0.17,0.30,0.00,0.00,0.30,0.00,--
04,1506,15060103,Upper Salt,1990,1.26,0.45,1.70,1.11,0.26,0.40,0.00,0.00,0.40,1.20,--
04,1506,15060104,Carrizo,1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1506,15060105,Tonto,1990,0.53,0.53,1.05,0.68,0.16,0.00,0.00,0.24,0.24,0.00,--
04,1506,15060106,Lower Salt,1990,260.67,360.44,621.10,403.72,93.17,23.18,0.00,53.90,77.08,165.73,--
04,1506,15060201,Big Chino-Williamson Valley,1990,5.24,0.20,5.44,3.53,0.82,0.00,0.00,1.65,1.65,0.00,--
04,1506,15060202,Upper Verde,1990,32.73,71.36,104.10,72.17,20.12,2.68,0.00,16.02,18.70,1.10,--
04,1506,15060203,Lower Verde,1990,1.80,1.80,3.61,2.34,0.54,0.00,0.00,0.72,0.72,0.00,--
04,1507,15070101,Lower Gila-Painted Rock Reservoir,1990,248.81,155.79,404.59,262.99,60.69,23.88,0.00,65.28,89.16,0.00,--
04,1507,15070102,Agua Fria,1990,306.01,291.53,597.54,388.40,89.64,23.77,0.00,65.24,89.01,0.30,--
04,1507,15070103,Hassayampa,1990,10.88,3.72,14.61,9.49,2.19,0.30,0.00,1.08,1.38,0.04,--
04,1507,15070104,Centennial Wash,1990,91.72,68.76,160.48,104.31,24.07,7.82,0.00,18.23,26.05,0.00,--
04,1507,15070201,Lower Gila,1990,183.41,439.44,622.85,435.99,155.72,35.00,0.00,42.50,77.50,0.00,--
04,1507,15070202,Tenmile Wash,1990,19.80,0.00,19.80,13.86,4.95,0.00,0.00,15.30,15.30,0.00,--
04,1507,15070203,San Cristobal Wash,1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1508,15080101,San Simon Wash,1990,6.50,0.00,6.50,4.23,0.98,0.20,0.00,1.80,2.00,0.00,--
04,1508,15080102,Rio Sonoyta,1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1508,15080103,Tule Desert,1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1508,15080200,Rio De La Concepcion,1990,0.02,0.00,0.02,0.01,0.00,0.00,0.00,0.01,0.01,0.00,--
04,1508,15080301,Whitewater Draw,1990,35.82,0.00,35.82,23.28,5.37,0.91,0.00,8.18,9.09,0.25,--
04,1508,15080302,San Bernardino Valley,1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
35,1508,15080302,San Bernardino Valley,1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
35,1508,15080303,Cloverdale,1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
08,1401,14010001,Colorado Headwaters,1995,0.17,314.71,314.88,62.35,94.42,1.35,0.00,61.22,62.57,0.00,--
08,1401,14010002,Blue,1995,0.00,33.75,33.75,6.54,10.12,0.05,0.00,7.69,7.74,0.00,--
08,1401,14010003,Eagle,1995,0.21,74.19,74.40,14.72,22.26,0.44,0.00,9.43,9.87,0.00,--
08,1401,14010004,Roaring Fork,1995,0.64,187.15,187.79,36.28,56.17,1.22,0.00,29.78,31.00,0.22,--
08,1401,14010005,Colorado Headwaters-Plateau,1995,5.11,1389.67,1394.78,253.56,417.16,5.08,0.00,128.94,134.02,0.00,--
49,1401,14010005,Colorado Headwaters-Plateau,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
08,1401,14010006,Parachute-Roan,1995,0.20,45.28,45.48,8.93,13.60,0.29,0.00,5.96,6.25,0.00,--
08,1402,14020001,East-Taylor,1995,0.28,36.33,36.61,9.00,12.73,0.05,0.00,11.69,11.74,0.00,--
08,1402,14020002,Upper Gunnison,1995,1.82,335.87,337.69,78.86,117.64,0.43,0.00,50.25,50.68,0.00,--
08,1402,14020003,Tomichi,1995,0.54,140.08,140.62,35.57,49.05,0.06,0.00,28.57,28.63,0.00,--
08,1402,14020004,North Fork Gunnison,1995,1.61,366.45,368.07,93.57,128.34,0.43,0.00,40.05,40.48,0.00,--
08,1402,14020005,Lower Gunnison,1995,1.80,476.85,478.66,118.64,166.98,0.73,0.00,46.29,47.02,0.00,--
08,1402,14020006,Uncompahgre,1995,2.00,595.17,597.17,149.19,208.42,1.20,0.00,80.90,82.10,0.00,--
08,1403,14030001,Westwater Canyon,1995,0.10,13.40,13.50,5.97,3.49,0.09,0.00,2.49,2.58,0.00,--
49,1403,14030001,Westwater Canyon,1995,0.00,2.57,2.57,1.38,0.45,0.27,0.00,0.81,1.08,0.00,--
08,1403,14030002,Upper Dolores,1995,1.65,25.83,27.48,12.93,6.78,0.35,0.00,7.41,7.76,0.00,--
49,1403,14030002,Upper Dolores,1995,0.00,9.58,9.58,5.17,1.67,1.24,0.00,0.13,1.37,0.00,--
08,1403,14030003,San Miguel,1995,1.65,138.57,140.21,60.60,36.11,1.51,0.00,37.51,39.02,0.00,--
08,1403,14030004,Lower Dolores,1995,0.10,13.70,13.80,5.48,3.56,0.07,0.00,2.00,2.07,0.00,--
49,1403,14030004,Lower Dolores,1995,0.00,0.30,0.30,0.17,0.06,0.03,0.00,0.10,0.13,0.00,--
49,1403,14030005,Upper Colorado-Kane Springs,1995,0.00,13.77,13.77,7.42,2.40,1.68,0.00,1.45,3.13,0.03,--
08,1403,14030005,Upper Colorado-Kane Springs,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
56,1404,14040101,Upper Green,1995,1.31,322.47,323.78,203.88,90.15,12.51,0.00,150.68,163.19,0.00,--
56,1404,14040102,New Fork,1995,0.00,122.86,122.86,87.39,37.55,0.19,0.00,68.87,69.06,0.00,--
56,1404,14040103,Upper Green-Slate,1995,0.76,62.72,63.48,30.04,14.72,7.70,0.00,16.78,24.48,0.00,--
56,1404,14040104,Big Sandy,1995,0.00,86.84,86.84,60.53,27.48,0.89,0.00,46.01,46.90,0.00,--
56,1404,14040105,Bitter,1995,0.00,9.14,9.14,3.83,2.75,1.42,0.00,1.83,3.25,0.00,--
49,1404,14040106,Upper Green-Flaming Gorge Reservoir,1995,0.00,16.62,16.62,8.97,2.90,0.69,0.00,6.20,6.89,0.00,--
56,1404,14040106,Upper Green-Flaming Gorge Reservoir,1995,0.00,11.10,11.10,5.94,2.99,0.68,0.00,4.24,4.92,0.00,--
08,1404,14040106,Upper Green-Flaming Gorge Reservoir,1995,0.00,4.43,4.43,1.15,1.37,0.06,0.00,0.75,0.81,0.00,--
56,1404,14040107,Blacks Fork,1995,1.76,180.31,182.07,88.10,40.86,17.08,0.00,55.21,72.29,0.00,--
49,1404,14040107,Blacks Fork,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
56,1404,14040108,Muddy,1995,0.54,94.09,94.62,50.53,22.17,5.24,0.00,36.25,41.49,0.00,--
49,1404,14040108,Muddy,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
08,1404,14040109,Vermilion,1995,0.00,7.01,7.01,1.83,2.17,0.09,0.00,1.16,1.25,0.00,--
56,1404,14040109,Vermilion,1995,0.00,2.52,2.52,1.05,0.75,0.39,0.00,0.50,0.89,0.00,--
