STATECODE,HUC4CODE,HUC8CODE,HUCNAME,YEAR,TP-TotPop
04,1502,15020011,Cottonwood Wash,2010,8.419
04,1502,15020012,Corn-Oraibi,2010,2.900
04,1502,15020013,Polacca Wash,2010,10.023
04,1502,15020014,Jadito Wash,2010,4.662
04,1502,15020015,Canyon Diablo,2010,79.753
04,1502,15020016,Lower Little Colorado,2010,2.064
04,1502,15020017,Dinnebito Wash,2010,1.708
04,1502,15020018,Moenkopi Wash,2010,17.770
04,1503,15030101,Havasu-Mohave Lake,2010,119.171
06,1503,15030101,Havasu-Mohave Lake,2010,5.486
32,1503,15030101,Havasu-Mohave Lake,2010,7.655
06,1503,15030102,Piute Wash,2010,0.000
32,1503,15030102,Piute Wash,2010,0.858
04,1503,15030103,Sacramento Wash,2010,17.463
04,1503,15030104,Imperial Reservoir,2010,12.069
06,1503,15030104,Imperial Reservoir,2010,17.182
04,1503,15030105,Bouse Wash,2010,2.470
04,1503,15030106,Tyson Wash,2010,4.424
04,1503,15030107,Lower Colorado,2010,3.699
06,1503,15030107,Lower Colorado,2010,0.394
04,1503,15030108,Yuma Desert,2010,155.357
04,1503,15030201,Big Sandy,2010,1.812
04,1503,15030202,Burro,2010,0.380
04,1503,15030203,Santa Maria,2010,4.917
04,1503,15030204,Bill Williams,2010,0.170
35,1504,15040001,Upper Gila,2010,0.000
04,1504,15040002,Upper Gila-Mangas,2010,3.523
35,1504,15040002,Upper Gila-Mangas,2010,2.335
04,1504,15040003,Animas Valley,2010,0.000
35,1504,15040003,Animas Valley,2010,4.894
04,1504,15040004,San Francisco,2010,5.293
35,1504,15040004,San Francisco,2010,1.869
04,1504,15040005,Upper Gila-San Carlos Reservoir,2010,32.884
04,1504,15040006,San Simon,2010,1.891
35,1504,15040006,San Simon,2010,0.000
04,1504,15040007,San Carlos,2010,9.206
04,1505,15050100,Middle Gila,2010,1208.575
04,1505,15050201,Willcox Playa,2010,12.655
04,1505,15050202,Upper San Pedro,2010,90.661
04,1505,15050203,Lower San Pedro,2010,10.730
04,1505,15050301,Upper Santa Cruz,2010,611.706
04,1505,15050302,Rillito,2010,351.290
04,1505,15050303,Lower Santa Cruz,2010,144.341
04,1505,15050304,Brawley Wash,2010,56.604
04,1505,15050305,Aguirre Valley,2010,0.209
04,1505,15050306,Santa Rosa Wash,2010,2.104
04,1506,15060101,Black,2010,0.047
04,1506,15060102,White,2010,10.737
04,1506,15060103,Upper Salt,2010,19.525
04,1506,15060104,Carrizo,2010,0.925
04,1506,15060105,Tonto,2010,8.587
04,1506,15060106,Lower Salt,2010,1143.284
04,1506,15060201,Big Chino-Williamson Valley,2010,9.559
04,1506,15060202,Upper Verde,2010,139.823
04,1506,15060203,Lower Verde,2010,51.810
04,1507,15070101,Lower Gila-Painted Rock Reservoir,2010,76.623
04,1507,15070102,Agua Fria,2010,1615.457
04,1507,15070103,Hassayampa,2010,20.153
04,1507,15070104,Centennial Wash,2010,7.211
04,1507,15070201,Lower Gila,2010,35.369
04,1507,15070202,Tenmile Wash,2010,3.588
04,1507,15070203,San Cristobal Wash,2010,0.524
04,1508,15080101,San Simon Wash,2010,5.357
04,1508,15080102,Rio Sonoyta,2010,0.264
04,1508,15080103,Tule Desert,2010,0.000
04,1508,15080200,Rio De La Concepcion,2010,0.156
04,1508,15080301,Whitewater Draw,2010,27.286
04,1508,15080302,San Bernardino Valley,2010,0.084
35,1508,15080302,San Bernardino Valley,2010,0.000
35,1508,15080303,Cloverdale,2010,0.000
