Date,Station Name,Station Id,Reservoir Storage Volume (dam^3) Start of Day Values,Elevation (ft),Latitude,Longitude
1970-08-09,Big Sandy,09213700,15924,6758,42.24911,-109.43007
1970-08-10,Big Sandy,09213700,15497,6758,42.24911,-109.43007
1970-08-11,Big Sandy,09213700,15070,6758,42.24911,-109.43007
1970-08-12,Big Sandy,09213700,14683,6758,42.24911,-109.43007
1970-08-13,Big Sandy,09213700,14253,6758,42.24911,-109.43007
1970-08-14,Big Sandy,09213700,13862,6758,42.24911,-109.43007
1970-08-15,Big Sandy,09213700,13496,6758,42.24911,-109.43007
1970-08-16,Big Sandy,09213700,13149,6758,42.24911,-109.43007
1970-08-17,Big Sandy,09213700,12802,6758,42.24911,-109.43007
1970-08-18,Big Sandy,09213700,12456,6758,42.24911,-109.43007
1970-08-19,Big Sandy,09213700,12029,6758,42.24911,-109.43007
1970-08-20,Big Sandy,09213700,12758,6758,42.24911,-109.43007
1970-08-21,Big Sandy,09213700,11117,6758,42.24911,-109.43007
1970-08-22,Big Sandy,09213700,10735,6758,42.24911,-109.43007
1970-08-23,Big Sandy,09213700,10403,6758,42.24911,-109.43007
1970-08-24,Big Sandy,09213700,10071,6758,42.24911,-109.43007
1970-08-25,Big Sandy,09213700,9740,6758,42.24911,-109.43007
1970-08-26,Big Sandy,09213700,9437,6758,42.24911,-109.43007
1970-08-27,Big Sandy,09213700,9160,6758,42.24911,-109.43007
1970-08-28,Big Sandy,09213700,8946,6758,42.24911,-109.43007
1970-08-29,Big Sandy,09213700,8679,6758,42.24911,-109.43007
1970-08-30,Big Sandy,09213700,8500,6758,42.24911,-109.43007
1970-08-31,Big Sandy,09213700,8321,6758,42.24911,-109.43007
1970-09-01,Big Sandy,09213700,8142,6758,42.24911,-109.43007
1970-09-02,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-09-03,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-09-04,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-09-05,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-09-06,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-09-07,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-09-08,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-09-09,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-09-10,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-09-11,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-09-12,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-09-13,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-09-14,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-09-15,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-09-16,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-09-17,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-09-18,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-09-19,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-09-20,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-09-21,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-09-22,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-09-23,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-09-24,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-09-25,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-09-26,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-09-27,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-09-28,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-09-29,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-09-30,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-10-01,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-10-02,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-10-03,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-10-04,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-10-05,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-10-06,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-10-07,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-10-08,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-10-09,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-10-10,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-10-11,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-10-12,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-10-13,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-10-14,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-10-15,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-10-16,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-10-17,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-10-18,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-10-19,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-10-20,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-10-21,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-10-22,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-10-23,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-10-24,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-10-25,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-10-26,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-10-27,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-10-28,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-10-29,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-10-30,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-10-31,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-11-01,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-11-02,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-11-03,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-11-04,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-11-05,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-11-06,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-11-07,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-11-08,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-11-09,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-11-10,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-11-11,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-11-12,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-11-13,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-11-14,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-11-15,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-11-16,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-11-17,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-11-18,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-11-19,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-11-20,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-11-21,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-11-22,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-11-23,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-11-24,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-11-25,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-11-26,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-11-27,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-11-28,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-11-29,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-11-30,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-12-01,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-12-02,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-12-03,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-12-04,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-12-05,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-12-06,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-12-07,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-12-08,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-12-09,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-12-10,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-12-11,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-12-12,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-12-13,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-12-14,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-12-15,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-12-16,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-12-17,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-12-18,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-12-19,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-12-20,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-12-21,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-12-22,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-12-23,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-12-24,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-12-25,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-12-26,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-12-27,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-12-28,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-12-29,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-12-30,Big Sandy,09213700,,6758,42.24911,-109.43007
1970-12-31,Big Sandy,09213700,,6758,42.24911,-109.43007
1971-01-01,Big Sandy,09213700,,6758,42.24911,-109.43007
1971-01-02,Big Sandy,09213700,,6758,42.24911,-109.43007
1971-01-03,Big Sandy,09213700,,6758,42.24911,-109.43007
1971-01-04,Big Sandy,09213700,,6758,42.24911,-109.43007
1971-01-05,Big Sandy,09213700,,6758,42.24911,-109.43007
1971-01-06,Big Sandy,09213700,,6758,42.24911,-109.43007
1971-01-07,Big Sandy,09213700,,6758,42.24911,-109.43007
1971-01-08,Big Sandy,09213700,,6758,42.24911,-109.43007
1971-01-09,Big Sandy,09213700,,6758,42.24911,-109.43007
1971-01-10,Big Sandy,09213700,,6758,42.24911,-109.43007
1971-01-11,Big Sandy,09213700,,6758,42.24911,-109.43007
