Date,Station Name,Station Id,Reservoir Storage Volume (dam^3) Start of Day Values,Elevation (ft),Latitude,Longitude
1991-05-03,Big Sandy,09213700,25742,6758,42.24911,-109.43007
1991-05-04,Big Sandy,09213700,25851,6758,42.24911,-109.43007
1991-05-05,Big Sandy,09213700,25918,6758,42.24911,-109.43007
1991-05-06,Big Sandy,09213700,26007,6758,42.24911,-109.43007
1991-05-07,Big Sandy,09213700,26050,6758,42.24911,-109.43007
1991-05-08,Big Sandy,09213700,26225,6758,42.24911,-109.43007
1991-05-09,Big Sandy,09213700,26270,6758,42.24911,-109.43007
1991-05-10,Big Sandy,09213700,26358,6758,42.24911,-109.43007
1991-05-11,Big Sandy,09213700,26535,6758,42.24911,-109.43007
1991-05-12,Big Sandy,09213700,26711,6758,42.24911,-109.43007
1991-05-13,Big Sandy,09213700,26864,6758,42.24911,-109.43007
1991-05-14,Big Sandy,09213700,27152,6758,42.24911,-109.43007
1991-05-15,Big Sandy,09213700,27374,6758,42.24911,-109.43007
1991-05-16,Big Sandy,09213700,27581,6758,42.24911,-109.43007
1991-05-17,Big Sandy,09213700,27879,6758,42.24911,-109.43007
1991-05-18,Big Sandy,09213700,28269,6758,42.24911,-109.43007
1991-05-19,Big Sandy,09213700,28637,6758,42.24911,-109.43007
1991-05-20,Big Sandy,09213700,29395,6758,42.24911,-109.43007
1991-05-21,Big Sandy,09213700,30198,6758,42.24911,-109.43007
1991-05-22,Big Sandy,09213700,31201,6758,42.24911,-109.43007
1991-05-23,Big Sandy,09213700,32341,6758,42.24911,-109.43007
1991-05-24,Big Sandy,09213700,33513,6758,42.24911,-109.43007
1991-05-25,Big Sandy,09213700,34163,6758,42.24911,-109.43007
1991-05-26,Big Sandy,09213700,35194,6758,42.24911,-109.43007
1991-05-27,Big Sandy,09213700,35718,6758,42.24911,-109.43007
1991-05-28,Big Sandy,09213700,36764,6758,42.24911,-109.43007
1991-05-29,Big Sandy,09213700,37459,6758,42.24911,-109.43007
1991-05-30,Big Sandy,09213700,37896,6758,42.24911,-109.43007
1991-05-31,Big Sandy,09213700,38280,6758,42.24911,-109.43007
1991-06-01,Big Sandy,09213700,38607,6758,42.24911,-109.43007
1991-06-02,Big Sandy,09213700,38841,6758,42.24911,-109.43007
1991-06-03,Big Sandy,09213700,39073,6758,42.24911,-109.43007
1991-06-04,Big Sandy,09213700,39838,6758,42.24911,-109.43007
1991-06-05,Big Sandy,09213700,42322,6758,42.24911,-109.43007
1991-06-06,Big Sandy,09213700,43587,6758,42.24911,-109.43007
1991-06-07,Big Sandy,09213700,45284,6758,42.24911,-109.43007
1991-06-08,Big Sandy,09213700,45982,6758,42.24911,-109.43007
1991-06-09,Big Sandy,09213700,47222,6758,42.24911,-109.43007
1991-06-10,Big Sandy,09213700,48213,6758,42.24911,-109.43007
1991-06-11,Big Sandy,09213700,48369,6758,42.24911,-109.43007
1991-06-12,Big Sandy,09213700,48493,6758,42.24911,-109.43007
1991-06-13,Big Sandy,09213700,48493,6758,42.24911,-109.43007
1991-06-14,Big Sandy,09213700,48680,6758,42.24911,-109.43007
1991-06-15,Big Sandy,09213700,49062,6758,42.24911,-109.43007
1991-06-16,Big Sandy,09213700,49224,6758,42.24911,-109.43007
1991-06-17,Big Sandy,09213700,49159,6758,42.24911,-109.43007
1991-06-18,Big Sandy,09213700,48555,6758,42.24911,-109.43007
1991-06-19,Big Sandy,09213700,47998,6758,42.24911,-109.43007
1991-06-20,Big Sandy,09213700,47625,6758,42.24911,-109.43007
1991-06-21,Big Sandy,09213700,47222,6758,42.24911,-109.43007
1991-06-22,Big Sandy,09213700,46849,6758,42.24911,-109.43007
1991-06-23,Big Sandy,09213700,46477,6758,42.24911,-109.43007
1991-06-24,Big Sandy,09213700,45950,6758,42.24911,-109.43007
1991-06-25,Big Sandy,09213700,45433,6758,42.24911,-109.43007
1991-06-26,Big Sandy,09213700,44719,6758,42.24911,-109.43007
1991-06-27,Big Sandy,09213700,44063,6758,42.24911,-109.43007
1991-06-28,Big Sandy,09213700,43409,6758,42.24911,-109.43007
1991-06-29,Big Sandy,09213700,42723,6758,42.24911,-109.43007
1991-06-30,Big Sandy,09213700,42008,6758,42.24911,-109.43007
1991-07-01,Big Sandy,09213700,41380,6758,42.24911,-109.43007
1991-07-02,Big Sandy,09213700,40694,6758,42.24911,-109.43007
1991-07-03,Big Sandy,09213700,40066,6758,42.24911,-109.43007
1991-07-04,Big Sandy,09213700,39483,6758,42.24911,-109.43007
1991-07-05,Big Sandy,09213700,39128,6758,42.24911,-109.43007
1991-07-06,Big Sandy,09213700,38732,6758,42.24911,-109.43007
1991-07-07,Big Sandy,09213700,38362,6758,42.24911,-109.43007
1991-07-08,Big Sandy,09213700,38062,6758,42.24911,-109.43007
1991-07-09,Big Sandy,09213700,37787,6758,42.24911,-109.43007
1991-07-10,Big Sandy,09213700,37503,6758,42.24911,-109.43007
1991-07-11,Big Sandy,09213700,37213,6758,42.24911,-109.43007
1991-07-12,Big Sandy,09213700,36999,6758,42.24911,-109.43007
1991-07-13,Big Sandy,09213700,36659,6758,42.24911,-109.43007
1991-07-14,Big Sandy,09213700,36563,6758,42.24911,-109.43007
1991-07-15,Big Sandy,09213700,36476,6758,42.24911,-109.43007
1991-07-16,Big Sandy,09213700,36240,6758,42.24911,-109.43007
1991-07-17,Big Sandy,09213700,36083,6758,42.24911,-109.43007
1991-07-18,Big Sandy,09213700,35848,6758,42.24911,-109.43007
1991-07-19,Big Sandy,09213700,35534,6758,42.24911,-109.43007
1991-07-20,Big Sandy,09213700,35167,6758,42.24911,-109.43007
1991-07-21,Big Sandy,09213700,34879,6758,42.24911,-109.43007
1991-07-22,Big Sandy,09213700,34618,6758,42.24911,-109.43007
1991-07-23,Big Sandy,09213700,34263,6758,42.24911,-109.43007
1991-07-24,Big Sandy,09213700,33937,6758,42.24911,-109.43007
1991-07-25,Big Sandy,09213700,33613,6758,42.24911,-109.43007
1991-07-26,Big Sandy,09213700,33439,6758,42.24911,-109.43007
1991-07-27,Big Sandy,09213700,33363,6758,42.24911,-109.43007
1991-07-28,Big Sandy,09213700,33214,6758,42.24911,-109.43007
1991-07-29,Big Sandy,09213700,33065,6758,42.24911,-109.43007
1991-07-30,Big Sandy,09213700,32939,6758,42.24911,-109.43007
1991-07-31,Big Sandy,09213700,32615,6758,42.24911,-109.43007
1991-08-01,Big Sandy,09213700,32215,6758,42.24911,-109.43007
1991-08-02,Big Sandy,09213700,31728,6758,42.24911,-109.43007
1991-08-03,Big Sandy,09213700,31178,6758,42.24911,-109.43007
1991-08-04,Big Sandy,09213700,30604,6758,42.24911,-109.43007
1991-08-05,Big Sandy,09213700,30198,6758,42.24911,-109.43007
1991-08-06,Big Sandy,09213700,29889,6758,42.24911,-109.43007
1991-08-07,Big Sandy,09213700,29697,6758,42.24911,-109.43007
1991-08-08,Big Sandy,09213700,29417,6758,42.24911,-109.43007
1991-08-09,Big Sandy,09213700,28935,6758,42.24911,-109.43007
1991-08-10,Big Sandy,09213700,28582,6758,42.24911,-109.43007
1991-08-11,Big Sandy,09213700,28223,6758,42.24911,-109.43007
1991-08-12,Big Sandy,09213700,27857,6758,42.24911,-109.43007
1991-08-13,Big Sandy,09213700,27374,6758,42.24911,-109.43007
1991-08-14,Big Sandy,09213700,26920,6758,42.24911,-109.43007
1991-08-15,Big Sandy,09213700,26473,6758,42.24911,-109.43007
1991-08-16,Big Sandy,09213700,26032,6758,42.24911,-109.43007
1991-08-17,Big Sandy,09213700,25592,6758,42.24911,-109.43007
1991-08-18,Big Sandy,09213700,25137,6758,42.24911,-109.43007
1991-08-19,Big Sandy,09213700,24707,6758,42.24911,-109.43007
1991-08-20,Big Sandy,09213700,24281,6758,42.24911,-109.43007
1991-08-21,Big Sandy,09213700,23878,6758,42.24911,-109.43007
1991-08-22,Big Sandy,09213700,23498,6758,42.24911,-109.43007
1991-08-23,Big Sandy,09213700,23033,6758,42.24911,-109.43007
1991-08-24,Big Sandy,09213700,22589,6758,42.24911,-109.43007
1991-08-25,Big Sandy,09213700,22126,6758,42.24911,-109.43007
1991-08-26,Big Sandy,09213700,21785,6758,42.24911,-109.43007
1991-08-27,Big Sandy,09213700,21584,6758,42.24911,-109.43007
1991-08-28,Big Sandy,09213700,21302,6758,42.24911,-109.43007
1991-08-29,Big Sandy,09213700,21181,6758,42.24911,-109.43007
1991-08-30,Big Sandy,09213700,21041,6758,42.24911,-109.43007
1991-08-31,Big Sandy,09213700,20924,6758,42.24911,-109.43007
1991-09-01,Big Sandy,09213700,20792,6758,42.24911,-109.43007
1991-09-02,Big Sandy,09213700,20697,6758,42.24911,-109.43007
1991-09-03,Big Sandy,09213700,20602,6758,42.24911,-109.43007
1991-09-04,Big Sandy,09213700,20470,6758,42.24911,-109.43007
1991-09-05,Big Sandy,09213700,20243,6758,42.24911,-109.43007
1991-09-06,Big Sandy,09213700,19922,6758,42.24911,-109.43007
1991-09-07,Big Sandy,09213700,19563,6758,42.24911,-109.43007
1991-09-08,Big Sandy,09213700,19223,6758,42.24911,-109.43007
1991-09-09,Big Sandy,09213700,18845,6758,42.24911,-109.43007
1991-09-10,Big Sandy,09213700,18600,6758,42.24911,-109.43007
1991-09-11,Big Sandy,09213700,18330,6758,42.24911,-109.43007
1991-09-12,Big Sandy,09213700,18092,6758,42.24911,-109.43007
1991-09-13,Big Sandy,09213700,17898,6758,42.24911,-109.43007
1991-09-14,Big Sandy,09213700,17968,6758,42.24911,-109.43007
1991-09-15,Big Sandy,09213700,18056,6758,42.24911,-109.43007
1991-09-16,Big Sandy,09213700,18073,6758,42.24911,-109.43007
1991-09-17,Big Sandy,09213700,18117,6758,42.24911,-109.43007
1991-09-18,Big Sandy,09213700,18188,6758,42.24911,-109.43007
1991-09-19,Big Sandy,09213700,18258,6758,42.24911,-109.43007
1991-09-20,Big Sandy,09213700,18330,6758,42.24911,-109.43007
1991-09-21,Big Sandy,09213700,18401,6758,42.24911,-109.43007
1991-09-22,Big Sandy,09213700,18473,6758,42.24911,-109.43007
1991-09-23,Big Sandy,09213700,18544,6758,42.24911,-109.43007
1991-09-24,Big Sandy,09213700,18599,6758,42.24911,-109.43007
1991-09-25,Big Sandy,09213700,18670,6758,42.24911,-109.43007
1991-09-26,Big Sandy,09213700,18743,6758,42.24911,-109.43007
1991-09-27,Big Sandy,09213700,18816,6758,42.24911,-109.43007
1991-09-28,Big Sandy,09213700,18888,6758,42.24911,-109.43007
1991-09-29,Big Sandy,09213700,18961,6758,42.24911,-109.43007
1991-09-30,Big Sandy,09213700,19035,6758,42.24911,-109.43007
1991-10-01,Big Sandy,09213700,19109,6758,42.24911,-109.43007
1991-10-02,Big Sandy,09213700,19146,6758,42.24911,-109.43007
1991-10-03,Big Sandy,09213700,19165,6758,42.24911,-109.43007
1991-10-04,Big Sandy,09213700,19202,6758,42.24911,-109.43007
1991-10-05,Big Sandy,09213700,19239,6758,42.24911,-109.43007
1991-10-06,Big Sandy,09213700,19276,6758,42.24911,-109.43007
1991-10-07,Big Sandy,09213700,19294,6758,42.24911,-109.43007
1991-10-08,Big Sandy,09213700,19331,6758,42.24911,-109.43007
1991-10-09,Big Sandy,09213700,19369,6758,42.24911,-109.43007
1991-10-10,Big Sandy,09213700,19388,6758,42.24911,-109.43007
1991-10-11,Big Sandy,09213700,19425,6758,42.24911,-109.43007
1991-10-12,Big Sandy,09213700,19462,6758,42.24911,-109.43007
1991-10-13,Big Sandy,09213700,19500,6758,42.24911,-109.43007
1991-10-14,Big Sandy,09213700,19519,6758,42.24911,-109.43007
1991-10-15,Big Sandy,09213700,19563,6758,42.24911,-109.43007
1991-10-16,Big Sandy,09213700,19593,6758,42.24911,-109.43007
1991-10-17,Big Sandy,09213700,19631,6758,42.24911,-109.43007
1991-10-18,Big Sandy,09213700,19649,6758,42.24911,-109.43007
1991-10-19,Big Sandy,09213700,19688,6758,42.24911,-109.43007
1991-10-20,Big Sandy,09213700,19725,6758,42.24911,-109.43007
1991-10-21,Big Sandy,09213700,19763,6758,42.24911,-109.43007
1991-10-22,Big Sandy,09213700,19800,6758,42.24911,-109.43007
1991-10-23,Big Sandy,09213700,19818,6758,42.24911,-109.43007
1991-10-24,Big Sandy,09213700,19857,6758,42.24911,-109.43007
1991-10-25,Big Sandy,09213700,19895,6758,42.24911,-109.43007
1991-10-26,Big Sandy,09213700,19932,6758,42.24911,-109.43007
1991-10-27,Big Sandy,09213700,19952,6758,42.24911,-109.43007
1991-10-28,Big Sandy,09213700,19990,6758,42.24911,-109.43007
1991-10-29,Big Sandy,09213700,20027,6758,42.24911,-109.43007
1991-10-30,Big Sandy,09213700,20065,6758,42.24911,-109.43007
1991-10-31,Big Sandy,09213700,20103,6758,42.24911,-109.43007
1991-11-01,Big Sandy,09213700,20122,6758,42.24911,-109.43007
1991-11-02,Big Sandy,09213700,20160,6758,42.24911,-109.43007
1991-11-03,Big Sandy,09213700,20198,6758,42.24911,-109.43007
1991-11-04,Big Sandy,09213700,20237,6758,42.24911,-109.43007
1991-11-05,Big Sandy,09213700,20275,6758,42.24911,-109.43007
1991-11-06,Big Sandy,09213700,20295,6758,42.24911,-109.43007
1991-11-07,Big Sandy,09213700,20333,6758,42.24911,-109.43007
1991-11-08,Big Sandy,09213700,20371,6758,42.24911,-109.43007
1991-11-09,Big Sandy,09213700,20409,6758,42.24911,-109.43007
1991-11-10,Big Sandy,09213700,20428,6758,42.24911,-109.43007
1991-11-11,Big Sandy,09213700,20467,6758,42.24911,-109.43007
1991-11-12,Big Sandy,09213700,20508,6758,42.24911,-109.43007
1991-11-13,Big Sandy,09213700,20524,6758,42.24911,-109.43007
1991-11-14,Big Sandy,09213700,20563,6758,42.24911,-109.43007
1991-11-15,Big Sandy,09213700,20582,6758,42.24911,-109.43007
1991-11-16,Big Sandy,09213700,20620,6758,42.24911,-109.43007
1991-11-17,Big Sandy,09213700,20640,6758,42.24911,-109.43007
1991-11-18,Big Sandy,09213700,20660,6758,42.24911,-109.43007
1991-11-19,Big Sandy,09213700,20698,6758,42.24911,-109.43007
1991-11-20,Big Sandy,09213700,20718,6758,42.24911,-109.43007
1991-11-21,Big Sandy,09213700,20736,6758,42.24911,-109.43007
1991-11-22,Big Sandy,09213700,20776,6758,42.24911,-109.43007
1991-11-23,Big Sandy,09213700,20795,6758,42.24911,-109.43007
1991-11-24,Big Sandy,09213700,20834,6758,42.24911,-109.43007
1991-11-25,Big Sandy,09213700,20853,6758,42.24911,-109.43007
1991-11-26,Big Sandy,09213700,20873,6758,42.24911,-109.43007
1991-11-27,Big Sandy,09213700,20911,6758,42.24911,-109.43007
1991-11-28,Big Sandy,09213700,20931,6758,42.24911,-109.43007
1991-11-29,Big Sandy,09213700,20969,6758,42.24911,-109.43007
1991-11-30,Big Sandy,09213700,20989,6758,42.24911,-109.43007
1991-12-01,Big Sandy,09213700,21009,6758,42.24911,-109.43007
1991-12-02,Big Sandy,09213700,21048,6758,42.24911,-109.43007
1991-12-03,Big Sandy,09213700,21068,6758,42.24911,-109.43007
1991-12-04,Big Sandy,09213700,21106,6758,42.24911,-109.43007
1991-12-05,Big Sandy,09213700,21126,6758,42.24911,-109.43007
1991-12-06,Big Sandy,09213700,21146,6758,42.24911,-109.43007
1991-12-07,Big Sandy,09213700,21185,6758,42.24911,-109.43007
1991-12-08,Big Sandy,09213700,21205,6758,42.24911,-109.43007
1991-12-09,Big Sandy,09213700,21225,6758,42.24911,-109.43007
1991-12-10,Big Sandy,09213700,21263,6758,42.24911,-109.43007
1991-12-11,Big Sandy,09213700,21283,6758,42.24911,-109.43007
1991-12-12,Big Sandy,09213700,21322,6758,42.24911,-109.43007
1991-12-13,Big Sandy,09213700,21342,6758,42.24911,-109.43007
1991-12-14,Big Sandy,09213700,21362,6758,42.24911,-109.43007
1991-12-15,Big Sandy,09213700,21401,6758,42.24911,-109.43007
1991-12-16,Big Sandy,09213700,21421,6758,42.24911,-109.43007
1991-12-17,Big Sandy,09213700,21460,6758,42.24911,-109.43007
1991-12-18,Big Sandy,09213700,21480,6758,42.24911,-109.43007
1991-12-19,Big Sandy,09213700,21500,6758,42.24911,-109.43007
1991-12-20,Big Sandy,09213700,21539,6758,42.24911,-109.43007
1991-12-21,Big Sandy,09213700,21559,6758,42.24911,-109.43007
1991-12-22,Big Sandy,09213700,21598,6758,42.24911,-109.43007
1991-12-23,Big Sandy,09213700,21618,6758,42.24911,-109.43007
1991-12-24,Big Sandy,09213700,21638,6758,42.24911,-109.43007
1991-12-25,Big Sandy,09213700,21677,6758,42.24911,-109.43007
1991-12-26,Big Sandy,09213700,21698,6758,42.24911,-109.43007
1991-12-27,Big Sandy,09213700,21718,6758,42.24911,-109.43007
1991-12-28,Big Sandy,09213700,21758,6758,42.24911,-109.43007
1991-12-29,Big Sandy,09213700,21777,6758,42.24911,-109.43007
1991-12-30,Big Sandy,09213700,21817,6758,42.24911,-109.43007
1991-12-31,Big Sandy,09213700,21845,6758,42.24911,-109.43007
1992-01-01,Big Sandy,09213700,21877,6758,42.24911,-109.43007
1992-01-02,Big Sandy,09213700,21917,6758,42.24911,-109.43007
1992-01-03,Big Sandy,09213700,21957,6758,42.24911,-109.43007
1992-01-04,Big Sandy,09213700,22017,6758,42.24911,-109.43007
1992-01-05,Big Sandy,09213700,22057,6758,42.24911,-109.43007
1992-01-06,Big Sandy,09213700,22097,6758,42.24911,-109.43007
1992-01-07,Big Sandy,09213700,22137,6758,42.24911,-109.43007
1992-01-08,Big Sandy,09213700,22177,6758,42.24911,-109.43007
1992-01-09,Big Sandy,09213700,22218,6758,42.24911,-109.43007
1992-01-10,Big Sandy,09213700,22258,6758,42.24911,-109.43007
1992-01-11,Big Sandy,09213700,22298,6758,42.24911,-109.43007
1992-01-12,Big Sandy,09213700,22358,6758,42.24911,-109.43007
1992-01-13,Big Sandy,09213700,22399,6758,42.24911,-109.43007
1992-01-14,Big Sandy,09213700,22440,6758,42.24911,-109.43007
1992-01-15,Big Sandy,09213700,22489,6758,42.24911,-109.43007
1992-01-16,Big Sandy,09213700,22521,6758,42.24911,-109.43007
1992-01-17,Big Sandy,09213700,22541,6758,42.24911,-109.43007
1992-01-18,Big Sandy,09213700,22581,6758,42.24911,-109.43007
1992-01-19,Big Sandy,09213700,22602,6758,42.24911,-109.43007
1992-01-20,Big Sandy,09213700,22642,6758,42.24911,-109.43007
1992-01-21,Big Sandy,09213700,22683,6758,42.24911,-109.43007
1992-01-22,Big Sandy,09213700,22704,6758,42.24911,-109.43007
1992-01-23,Big Sandy,09213700,22744,6758,42.24911,-109.43007
1992-01-24,Big Sandy,09213700,22765,6758,42.24911,-109.43007
1992-01-25,Big Sandy,09213700,22806,6758,42.24911,-109.43007
1992-01-26,Big Sandy,09213700,22847,6758,42.24911,-109.43007
1992-01-27,Big Sandy,09213700,22866,6758,42.24911,-109.43007
1992-01-28,Big Sandy,09213700,22908,6758,42.24911,-109.43007
1992-01-29,Big Sandy,09213700,22928,6758,42.24911,-109.43007
1992-01-30,Big Sandy,09213700,22969,6758,42.24911,-109.43007
1992-01-31,Big Sandy,09213700,22990,6758,42.24911,-109.43007
1992-02-01,Big Sandy,09213700,23030,6758,42.24911,-109.43007
1992-02-02,Big Sandy,09213700,23072,6758,42.24911,-109.43007
1992-02-03,Big Sandy,09213700,23092,6758,42.24911,-109.43007
1992-02-04,Big Sandy,09213700,23134,6758,42.24911,-109.43007
1992-02-05,Big Sandy,09213700,23154,6758,42.24911,-109.43007
1992-02-06,Big Sandy,09213700,23202,6758,42.24911,-109.43007
1992-02-07,Big Sandy,09213700,23196,6758,42.24911,-109.43007
1992-02-08,Big Sandy,09213700,23196,6758,42.24911,-109.43007
1992-02-09,Big Sandy,09213700,23196,6758,42.24911,-109.43007
1992-02-10,Big Sandy,09213700,23196,6758,42.24911,-109.43007
1992-02-11,Big Sandy,09213700,23196,6758,42.24911,-109.43007
1992-02-12,Big Sandy,09213700,23196,6758,42.24911,-109.43007
1992-02-13,Big Sandy,09213700,23196,6758,42.24911,-109.43007
1992-02-14,Big Sandy,09213700,23196,6758,42.24911,-109.43007
1992-02-15,Big Sandy,09213700,23196,6758,42.24911,-109.43007
1992-02-16,Big Sandy,09213700,23196,6758,42.24911,-109.43007
1992-02-17,Big Sandy,09213700,23196,6758,42.24911,-109.43007
1992-02-18,Big Sandy,09213700,23196,6758,42.24911,-109.43007
1992-02-19,Big Sandy,09213700,23202,6758,42.24911,-109.43007
1992-02-20,Big Sandy,09213700,23298,6758,42.24911,-109.43007
1992-02-21,Big Sandy,09213700,23382,6758,42.24911,-109.43007
1992-02-22,Big Sandy,09213700,23486,6758,42.24911,-109.43007
1992-02-23,Big Sandy,09213700,23568,6758,42.24911,-109.43007
1992-02-24,Big Sandy,09213700,23672,6758,42.24911,-109.43007
1992-02-25,Big Sandy,09213700,23756,6758,42.24911,-109.43007
1992-02-26,Big Sandy,09213700,23861,6758,42.24911,-109.43007
1992-02-27,Big Sandy,09213700,23944,6758,42.24911,-109.43007
1992-02-28,Big Sandy,09213700,24049,6758,42.24911,-109.43007
1992-02-29,Big Sandy,09213700,24134,6758,42.24911,-109.43007
1992-03-01,Big Sandy,09213700,24239,6758,42.24911,-109.43007
1992-03-02,Big Sandy,09213700,24324,6758,42.24911,-109.43007
1992-03-03,Big Sandy,09213700,24430,6758,42.24911,-109.43007
1992-03-04,Big Sandy,09213700,24516,6758,42.24911,-109.43007
1992-03-05,Big Sandy,09213700,24622,6758,42.24911,-109.43007
1992-03-06,Big Sandy,09213700,24707,6758,42.24911,-109.43007
1992-03-07,Big Sandy,09213700,24814,6758,42.24911,-109.43007
1992-03-08,Big Sandy,09213700,24900,6758,42.24911,-109.43007
1992-03-09,Big Sandy,09213700,25008,6758,42.24911,-109.43007
1992-03-10,Big Sandy,09213700,25103,6758,42.24911,-109.43007
1992-03-11,Big Sandy,09213700,25201,6758,42.24911,-109.43007
1992-03-12,Big Sandy,09213700,25288,6758,42.24911,-109.43007
1992-03-13,Big Sandy,09213700,25396,6758,42.24911,-109.43007
1992-03-14,Big Sandy,09213700,25484,6758,42.24911,-109.43007
1992-03-15,Big Sandy,09213700,25592,6758,42.24911,-109.43007
1992-03-16,Big Sandy,09213700,25702,6758,42.24911,-109.43007
1992-03-17,Big Sandy,09213700,25790,6758,42.24911,-109.43007
1992-03-18,Big Sandy,09213700,25900,6758,42.24911,-109.43007
1992-03-19,Big Sandy,09213700,25987,6758,42.24911,-109.43007
1992-03-20,Big Sandy,09213700,26097,6758,42.24911,-109.43007
1992-03-21,Big Sandy,09213700,26186,6758,42.24911,-109.43007
1992-03-22,Big Sandy,09213700,26296,6758,42.24911,-109.43007
1992-03-23,Big Sandy,09213700,26407,6758,42.24911,-109.43007
1992-03-24,Big Sandy,09213700,26495,6758,42.24911,-109.43007
1992-03-25,Big Sandy,09213700,26608,6758,42.24911,-109.43007
1992-03-26,Big Sandy,09213700,26696,6758,42.24911,-109.43007
1992-03-27,Big Sandy,09213700,26809,6758,42.24911,-109.43007
1992-03-28,Big Sandy,09213700,26920,6758,42.24911,-109.43007
1992-03-29,Big Sandy,09213700,27010,6758,42.24911,-109.43007
1992-03-30,Big Sandy,09213700,27123,6758,42.24911,-109.43007
1992-03-31,Big Sandy,09213700,27213,6758,42.24911,-109.43007
1992-04-01,Big Sandy,09213700,27325,6758,42.24911,-109.43007
1992-04-02,Big Sandy,09213700,27417,6758,42.24911,-109.43007
1992-04-03,Big Sandy,09213700,27535,6758,42.24911,-109.43007
1992-04-04,Big Sandy,09213700,27644,6758,42.24911,-109.43007
1992-04-05,Big Sandy,09213700,27735,6758,42.24911,-109.43007
1992-04-06,Big Sandy,09213700,27848,6758,42.24911,-109.43007
1992-04-07,Big Sandy,09213700,27963,6758,42.24911,-109.43007
1992-04-08,Big Sandy,09213700,28054,6758,42.24911,-109.43007
1992-04-09,Big Sandy,09213700,28169,6758,42.24911,-109.43007
1992-04-10,Big Sandy,09213700,28284,6758,42.24911,-109.43007
1992-04-11,Big Sandy,09213700,28399,6758,42.24911,-109.43007
1992-04-12,Big Sandy,09213700,28490,6758,42.24911,-109.43007
1992-04-13,Big Sandy,09213700,28606,6758,42.24911,-109.43007
1992-04-14,Big Sandy,09213700,28721,6758,42.24911,-109.43007
1992-04-15,Big Sandy,09213700,28813,6758,42.24911,-109.43007
1992-04-16,Big Sandy,09213700,28929,6758,42.24911,-109.43007
1992-04-17,Big Sandy,09213700,29045,6758,42.24911,-109.43007
1992-04-18,Big Sandy,09213700,29139,6758,42.24911,-109.43007
1992-04-19,Big Sandy,09213700,29255,6758,42.24911,-109.43007
1992-04-20,Big Sandy,09213700,29372,6758,42.24911,-109.43007
1992-04-21,Big Sandy,09213700,29464,6758,42.24911,-109.43007
1992-04-22,Big Sandy,09213700,29582,6758,42.24911,-109.43007
1992-04-23,Big Sandy,09213700,29699,6758,42.24911,-109.43007
1992-04-24,Big Sandy,09213700,29792,6758,42.24911,-109.43007
1992-04-25,Big Sandy,09213700,29911,6758,42.24911,-109.43007
1992-04-26,Big Sandy,09213700,30028,6758,42.24911,-109.43007
1992-04-27,Big Sandy,09213700,30146,6758,42.24911,-109.43007
1992-04-28,Big Sandy,09213700,30240,6758,42.24911,-109.43007
1992-04-29,Big Sandy,09213700,30359,6758,42.24911,-109.43007
1992-04-30,Big Sandy,09213700,30477,6758,42.24911,-109.43007
1992-05-01,Big Sandy,09213700,30572,6758,42.24911,-109.43007
1992-05-02,Big Sandy,09213700,30690,6758,42.24911,-109.43007
1992-05-03,Big Sandy,09213700,30810,6758,42.24911,-109.43007
1992-05-04,Big Sandy,09213700,30905,6758,42.24911,-109.43007
1992-05-05,Big Sandy,09213700,31035,6758,42.24911,-109.43007
1992-05-06,Big Sandy,09213700,31336,6758,42.24911,-109.43007
1992-05-07,Big Sandy,09213700,31649,6758,42.24911,-109.43007
1992-05-08,Big Sandy,09213700,31939,6758,42.24911,-109.43007
1992-05-09,Big Sandy,09213700,32255,6758,42.24911,-109.43007
1992-05-10,Big Sandy,09213700,32572,6758,42.24911,-109.43007
1992-05-11,Big Sandy,09213700,32892,6758,42.24911,-109.43007
1992-05-12,Big Sandy,09213700,33189,6758,42.24911,-109.43007
1992-05-13,Big Sandy,09213700,33514,6758,42.24911,-109.43007
1992-05-14,Big Sandy,09213700,33863,6758,42.24911,-109.43007
1992-05-15,Big Sandy,09213700,33937,6758,42.24911,-109.43007
1992-05-16,Big Sandy,09213700,33988,6758,42.24911,-109.43007
1992-05-17,Big Sandy,09213700,34163,6758,42.24911,-109.43007
1992-05-18,Big Sandy,09213700,34113,6758,42.24911,-109.43007
1992-05-19,Big Sandy,09213700,34063,6758,42.24911,-109.43007
1992-05-20,Big Sandy,09213700,33988,6758,42.24911,-109.43007
1992-05-21,Big Sandy,09213700,33812,6758,42.24911,-109.43007
1992-05-22,Big Sandy,09213700,33689,6758,42.24911,-109.43007
1992-05-23,Big Sandy,09213700,33589,6758,42.24911,-109.43007
1992-05-24,Big Sandy,09213700,33489,6758,42.24911,-109.43007
1992-05-25,Big Sandy,09213700,33463,6758,42.24911,-109.43007
1992-05-26,Big Sandy,09213700,33413,6758,42.24911,-109.43007
1992-05-27,Big Sandy,09213700,33214,6758,42.24911,-109.43007
1992-05-28,Big Sandy,09213700,33039,6758,42.24911,-109.43007
1992-05-29,Big Sandy,09213700,32715,6758,42.24911,-109.43007
1992-05-30,Big Sandy,09213700,32739,6758,42.24911,-109.43007
1992-05-31,Big Sandy,09213700,32765,6758,42.24911,-109.43007
1992-06-01,Big Sandy,09213700,32639,6758,42.24911,-109.43007
1992-06-02,Big Sandy,09213700,32515,6758,42.24911,-109.43007
1992-06-03,Big Sandy,09213700,32390,6758,42.24911,-109.43007
